Curve Name,Label,Symbology,Ticker,Field Name,Type,Convention,Time,Spread
EUR-EURIBOR6M-IRS,IRS6M-21Y,OG-Ticker,EUSA21 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,21Y,
EUR-EURIBOR6M-IRS,IRS6M-22Y,OG-Ticker,EUSA22 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,22Y,
EUR-EURIBOR6M-IRS,IRS6M-23Y,OG-Ticker,EUSA23 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,23Y,
EUR-EURIBOR6M-IRS,IRS6M-24Y,OG-Ticker,EUSA24 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,24Y,
EUR-EURIBOR6M-IRS,IRS6M-25Y,OG-Ticker,EUSA25 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,25Y,
EUR-EURIBOR6M-IRS,IRS6M-26Y,OG-Ticker,EUSA26 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,26Y,
EUR-EURIBOR6M-IRS,IRS6M-27Y,OG-Ticker,EUSA27 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,27Y,
EUR-EURIBOR6M-IRS,IRS6M-28Y,OG-Ticker,EUSA28 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,28Y,
EUR-EURIBOR6M-IRS,IRS6M-29Y,OG-Ticker,EUSA29 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,29Y,
EUR-EURIBOR6M-IRS,IRS6M-30Y,OG-Ticker,EUSA30 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,30Y,
EUR-EURIBOR6M-IRS,IRS6M-35Y,OG-Ticker,EUSA35 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,35Y,
EUR-EURIBOR6M-IRS,IRS6M-40Y,OG-Ticker,EUSA40 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,40Y,
EUR-EURIBOR6M-IRS,IRS6M-45Y,OG-Ticker,EUSA45 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,45Y,
EUR-EURIBOR6M-IRS,IRS6M-50Y,OG-Ticker,EUSA50 CURNCY,MarketValue,IRS,EUR-FIXED-1Y-EURIBOR-6M,50Y,
