Strata Trade Type,Id Scheme,Id,MALE,DATE_OF_BIRTH,EXPIRY_DATE,TARIF_ID,INV_ACC_GUAR,INV_ACC,INV_ACC_PROXY,INV_ACC_EXP_RATE,INV_ACC_EXP_RATE_GUAR,INV_ACC_RATE_GUAR,MORT_REST,CURRENCY
Policy,OG,600513007,False,1960-05-13,2025-04-30,207,3711.59,4852.44,6596.24,0.0027,0.0054,0.03,90,EUR
Policy,OG,600523012,False,1960-05-23,2025-04-30,207,2847.3,3729.42,5858.35,0.0027,0.0055,0.03,90,EUR
Policy,OG,600602007,False,1960-06-02,2025-05-30,207,6260.79,8617.73,12320.21,0.0027,0.0055,0.03,90,EUR
Policy,OG,600605011,True,1960-06-05,2025-05-30,207,638.37,871.55,1308.73,0.0027,0.0055,0.03,90,EUR
Policy,OG,600613012,False,1960-06-13,2025-05-30,207,7187.86,9816.32,13539.68,0.0027,0.0055,0.03,0,EUR
Policy,OG,600623006,False,1960-06-23,2025-05-30,207,978.18,1347.44,1945.18,0.00135,0.003,0.03,90,EUR
Policy,OG,600623007,False,1960-06-23,2025-05-30,207,1566.15,2138.21,3771.26,0.0027,0.0055,0.03,0,EUR
Policy,OG,600704008,False,1960-07-04,2025-06-30,207,7531.85,10587.09,15884.47,0.0027,0.0054,0.03,90,EUR
Policy,OG,600705015,False,1960-07-05,2025-06-30,207,2630.69,3797.5,5103.95,0.00135,0.003,0.03,90,EUR
Policy,OG,600705016,False,1960-07-05,2025-06-30,207,4934.52,7061.62,9771.19,0.0027,0.0055,0.03,0,EUR
Policy,OG,600711006,False,1960-07-11,2025-06-30,207,2131.72,3030.17,3604.63,0.0027,0.0054,0.03,110,EUR
Policy,OG,600716009,False,1960-07-16,2025-06-30,207,8763.76,12580.26,15674.33,0.0027,0.0054,0.03,90,EUR
Policy,OG,600721007,False,1960-07-21,2025-06-30,207,5732.74,7810.48,13271.22,0.0027,0.0054,0.03,90,EUR
Policy,OG,600722011,True,1960-07-22,2025-06-30,207,671.27,972.04,1176.61,0.0027,0.0055,0.03,0,EUR
Policy,OG,600722013,True,1960-07-22,2025-06-30,207,509.26,737.35,975.19,0.0027,0.0055,0.03,90,EUR
Policy,OG,600729007,False,1960-07-29,2025-06-30,207,4458.73,6424.66,8185.31,0.0027,0.0055,0.03,90,EUR
Policy,OG,600731013,True,1960-07-31,2025-06-30,207,5993.91,8563.04,11767.84,0.0027,0.0054,0.03,90,EUR
Policy,OG,600802008,False,1960-08-02,2025-07-30,207,407.59,605.82,999.01,0.0027,0.0055,0.03,0,EUR
Policy,OG,600802009,False,1960-08-02,2025-07-30,207,5366.58,7484.97,15049.62,0.0027,0.0054,0.03,110,EUR
Policy,OG,600812013,False,1960-08-12,2025-07-30,207,11286.19,16533.37,24874.84,0.0027,0.0055,0.03,90,EUR
Policy,OG,600822013,True,1960-08-22,2025-07-30,207,735.24,1079.28,1768.49,0.00135,0.00295702875991402,0.03,90,EUR
Policy,OG,600901011,False,1960-09-01,2025-08-30,207,48834.66,76614.76,91249.84,0.0027,0.0055,0.03,90,EUR
Policy,OG,600901012,False,1960-09-01,2022-08-30,207,7277.37,2525.87,7749.85,0.0027,0.0055,0.03,90,EUR
Policy,OG,600909005,False,1960-09-09,2022-08-30,207,15623.83,5556.33,15337.55,0.0027,0.0054,0.03,110,EUR
Policy,OG,600916010,True,1960-09-16,2025-08-30,207,6855.88,10662.66,14982.1,0.0027,0.0055,0.03,90,EUR
Policy,OG,600928008,False,1960-09-28,2025-08-30,207,2020.43,3157.14,4336.58,0.0027,0.0055,0.03,90,EUR
Policy,OG,600928009,True,1960-09-28,2025-09-30,207,2535.93,4015.75,5885.03,0.0027,0.0054,0.03,90,EUR
Policy,OG,601002013,False,1960-10-02,2025-09-30,207,13398.37,21560.27,28703.73,0.0027,0.00542607560109405,0.03,90,EUR
Policy,OG,601004005,False,1960-10-04,2022-09-30,207,2321.86,825.78,3667.1,0.0027,0.0054,0.03,90,EUR
Policy,OG,601009005,False,1960-10-09,2025-09-30,207,5494.69,8930.69,13104.66,0.0027,0.0055,0.03,90,EUR
Policy,OG,601012008,True,1960-10-12,2025-09-30,207,1670.94,2649.62,3630.87,0.0027,0.0054,0.03,0,EUR
Policy,OG,601016007,False,1960-10-16,2025-09-30,207,27974.85,44702.49,60159.47,0.0027,0.0054,0.03,0,EUR
Policy,OG,601017006,False,1960-10-17,2020-09-30,207,22743.58,719.53,18881.74,0.0027,0.0055,0.03,110,EUR
Policy,OG,601026005,False,1960-10-26,2025-09-30,207,1363.68,2136.14,3457.77,0.0027,0.0054,0.03,90,EUR
Policy,OG,601102007,False,1960-11-02,2025-10-30,207,2981.99,4821.14,7787.68,0.00135,0.0029,0.03,90,EUR
Policy,OG,601113013,True,1960-11-13,2025-10-30,207,16877.83,28851.86,30501.13,0.0027,0.0054,0.03,90,EUR
Policy,OG,601114012,False,1960-11-14,2025-10-30,207,8207.53,13701.35,18471.95,0.0027,0.0054,0.03,90,EUR
Policy,OG,601117009,False,1960-11-17,2025-10-30,207,921.43,1553.03,2071.49,0.0027,0.0055,0.03,0,EUR
Policy,OG,601118010,False,1960-11-18,2025-10-30,207,93353.79,156787.36,214461.72,0.0027,0.0054,0.03,90,EUR
Policy,OG,601118011,False,1960-11-18,2025-10-30,207,5184.32,8276.74,15927.29,0.0027,0.0054,0.03,110,EUR
Policy,OG,601120010,False,1960-11-20,2025-10-30,207,332.19,560.2,655.38,0.0027,0.0054,0.03,0,EUR
Policy,OG,601129008,False,1960-11-29,2025-10-30,207,8611.41,14714.56,17924.56,0.0027,0.0055,0.03,90,EUR
Policy,OG,601204009,False,1960-12-04,2025-11-30,207,6740.37,11910.4,15577.52,0.0027,0.0055,0.03,0,EUR
Policy,OG,601207007,False,1960-12-07,2025-11-30,207,4461.27,7856.91,11046.21,0.0027,0.0055,0.03,90,EUR
Policy,OG,601208011,True,1960-12-08,2025-11-30,207,866.15,1527.32,2106.08,0.0027,0.0055,0.03,90,EUR
Policy,OG,601208012,True,1960-12-08,2025-11-30,207,1182.16,2107.92,2665.83,0.0027,0.0055,0.03,90,EUR
Policy,OG,601214010,False,1960-12-14,2025-11-30,207,7821.19,13876.06,18332.5,0.0027,0.0055,0.03,0,EUR
Policy,OG,601218009,False,1960-12-18,2025-11-30,207,1137.02,1838.1,3674.86,0.0027,0.0054,0.03,90,EUR
Policy,OG,601222013,False,1960-12-22,2025-11-30,207,19704.28,35330.22,39030.75,0.0027,0.0055,0.03,0,EUR
Policy,OG,601229011,False,1960-12-29,2025-11-30,207,2779.85,4946.08,6309.81,0.0027,0.0055,0.03,90,EUR
Policy,OG,610104007,False,1961-01-04,2025-12-30,220,33083.69,61423.57,80801.39,0.0027,0.0054,0.03,90,EUR
Policy,OG,610104010,False,1961-01-04,2025-12-30,207,86498.82,161290.82,176857.91,0.0027,0.0055,0.03,0,EUR
Policy,OG,610112012,True,1961-01-12,2025-12-30,207,0,771.07,0,0,0.00544410753887455,0,90,EUR
Policy,OG,610119010,False,1961-01-19,2025-12-30,207,5067.04,9412.29,11846.59,0.0027,0.0055,0.03,90,EUR
Policy,OG,610119011,False,1961-01-19,2025-12-30,207,2678.67,4976.73,6393.46,0.0027,0.0055,0.03,90,EUR
Policy,OG,610120007,True,1961-01-20,2025-12-30,207,510.87,943.83,1270.87,0.0027,0.0055,0.03,90,EUR
Policy,OG,610124006,False,1961-01-24,2025-12-30,207,11972.87,22043.44,28599.3,0.0027,0.0055,0.03,0,EUR
Policy,OG,610128013,False,1961-01-28,2025-12-30,207,4662.19,8670.79,11025.65,0.0027,0.0055,0.03,90,EUR
Policy,OG,610130016,False,1961-01-30,2025-12-30,207,6553.03,12230.53,13785.28,0.0027,0.0055,0.03,0,EUR
Policy,OG,610205014,False,1961-02-05,2023-01-30,207,14419.88,6261.6,18889.43,0.0027,0.0054,0.03,110,EUR
Policy,OG,610207007,False,1961-02-07,2023-01-30,207,17973.06,8026.05,19401.93,0.0027,0.00544941608886065,0.03,0,EUR
Policy,OG,610208012,False,1961-02-08,2026-01-30,207,3955.01,7654.78,9447.53,0.0027,0.0055,0.03,0,EUR
Policy,OG,610215008,False,1961-02-15,2026-01-30,207,0,68576.41,0,0,0.00543840475172147,0,90,EUR
Policy,OG,610225009,False,1961-02-25,2026-01-30,207,2077.52,4042.19,4981.1,0.0027,0.0055,0.03,110,EUR
Policy,OG,610303009,False,1961-03-03,2026-02-28,207,2187.01,4372.62,5336.1,0.0027,0.0054,0.03,90,EUR
Policy,OG,610319009,True,1961-03-19,2026-02-28,207,1507.55,3006.74,4093.59,0.0027,0.0054,0.03,90,EUR
Policy,OG,610328004,False,1961-03-28,2026-02-28,207,17453.67,35555.5,39743.5,0.0027,0.0055,0.03,90,EUR
Policy,OG,610405013,False,1961-04-05,2026-03-30,207,14361.9,29733.06,36934.21,0.00135,0.0029,0.03,0,EUR
Policy,OG,610414020,False,1961-04-14,2026-03-30,207,1915.13,4128.08,4405.33,0.0027,0.0054,0.03,110,EUR
Policy,OG,610416005,False,1961-04-16,2026-03-30,207,4352.56,9272.87,12269.32,0.0027,0.0055,0.03,0,EUR
Policy,OG,610419010,False,1961-04-19,2026-03-30,220,11457.17,24193.84,29622.52,0.0027,0.0054,0.03,90,EUR
Policy,OG,610422011,True,1961-04-22,2026-03-30,207,3497.2,7442.24,8757.86,0.0027,0.0055,0.03,90,EUR
Policy,OG,610422012,False,1961-04-22,2026-03-30,207,2550.05,5463.45,5902.02,0.0027,0.0055,0.03,0,EUR
Policy,OG,610424010,True,1961-04-24,2026-03-30,207,459.94,982.62,1174.23,0.0027,0.0055,0.03,90,EUR
Policy,OG,610429009,False,1961-04-29,2026-03-30,207,7032.94,15042.72,16746.74,0.0027,0.0055,0.03,90,EUR
Policy,OG,610430012,True,1961-04-30,2026-03-30,207,7216.81,15228.92,17849.18,0.0027,0.0055,0.03,0,EUR
Policy,OG,610430013,False,1961-04-30,2026-03-30,207,2857.01,5996.74,7955.17,0.0027,0.00542676570936876,0.03,90,EUR
Policy,OG,610430014,True,1961-04-30,2026-03-30,207,3838.18,8057.78,9611.97,0.0027,0.0054,0.03,90,EUR
Policy,OG,610501010,True,1961-05-01,2026-04-30,207,810.08,1780.24,2265.92,0.0027,0.0055,0.03,90,EUR
Policy,OG,610516012,False,1961-05-16,2026-04-30,207,878.08,1931.19,2587.26,0.0027,0.0055,0.03,90,EUR
Policy,OG,610530008,False,1961-05-30,2026-04-30,207,7846.06,17394.1,21933.64,0.0027,0.0055,0.03,90,EUR
Policy,OG,610601006,False,1961-06-01,2026-05-30,207,1705.68,3973.54,4887.27,0.0027,0.0055,0.03,90,EUR
Policy,OG,610621009,False,1961-06-21,2026-05-30,207,5496.84,12754.38,15292.65,0.0027,0.0055,0.03,0,EUR
Policy,OG,610623003,False,1961-06-23,2026-05-30,207,24298.93,57068.39,62488.52,0.0027,0.0055,0.03,90,EUR
Policy,OG,610627009,True,1961-06-27,2026-05-30,207,6593.1,14942.14,18185.9,0.0027,0.0054,0.03,0,EUR
Policy,OG,610702004,False,1961-07-02,2021-06-30,220,9575.75,1321.02,7088.53,0.0027,0.0054,0.03,90,EUR
Policy,OG,610702007,False,1961-07-02,2026-06-30,207,3860.22,9368.87,11567.28,0.0027,0.0055,0.03,90,EUR
Policy,OG,610705012,False,1961-07-05,2026-06-30,207,9405.4,22798.67,28502.34,0.0027,0.0055,0.03,90,EUR
Policy,OG,610707008,True,1961-07-07,2026-06-30,207,1680.88,4131.19,4584.99,0.0027,0.0055,0.03,90,EUR
Policy,OG,610713011,False,1961-07-13,2026-06-30,207,5927.72,14563.39,15714.16,0.0027,0.0055,0.03,0,EUR
Policy,OG,610722006,False,1961-07-22,2026-06-30,207,3389.31,8067.7,10056.04,0.0027,0.0054,0.03,0,EUR
Policy,OG,610729012,False,1961-07-29,2026-06-30,207,2054.77,5021.7,5859.1,0.0027,0.0055,0.03,90,EUR
Policy,OG,610729013,False,1961-07-29,2026-06-30,207,4585.34,11280.44,12114.69,0.0027,0.0054,0.03,100,EUR
Policy,OG,610729015,False,1961-07-29,2025-06-30,207,5989.23,8602.21,13185.42,0.0027,0.0055,0.03,0,EUR
Policy,OG,610730012,False,1961-07-30,2026-06-30,207,6988.25,17042.6,18559.21,0.0027,0.0054,0.03,90,EUR
Policy,OG,610730013,False,1961-07-30,2026-06-30,207,12657.58,31211.74,37442.14,0.0027,0.0055,0.03,0,EUR
Policy,OG,610730014,False,1961-07-30,2026-06-30,207,1187.38,2951.68,3033.15,0.0027,0.0055,0.03,90,EUR
Policy,OG,610730015,False,1961-07-30,2026-06-30,207,16251.25,40110.97,45883.9,0.0027,0.0055,0.03,90,EUR
Policy,OG,610731014,False,1961-07-31,2026-06-30,207,2582.25,6312.79,7642.2,0.0027,0.0055,0.03,90,EUR
Policy,OG,610803015,False,1961-08-03,2026-07-30,207,5363.88,13903.55,14691.98,0.0027,0.0055,0.03,90,EUR
Policy,OG,610805011,False,1961-08-05,2026-07-30,207,1277.57,3041.05,4782.68,0.0027,0.0054,0.03,90,EUR
Policy,OG,610810008,False,1961-08-10,2022-07-30,220,9194.99,3006.37,10283.55,0.0027,0.0054,0.03,90,EUR
Policy,OG,610810009,False,1961-08-10,2022-07-30,207,205258.33,68133.75,202276.31,0.0027,0.0055,0.03,0,EUR
Policy,OG,610815011,False,1961-08-15,2026-07-30,207,5607.82,13817.34,27915.83,0.0027,0.0054,0.03,90,EUR
Policy,OG,610815012,False,1961-08-15,2026-07-30,207,14628.88,37468.61,42435.88,0.0027,0.0055,0.03,0,EUR
Policy,OG,610819017,True,1961-08-19,2026-07-30,207,37461.12,93071.73,114031.83,0.0027,0.0054,0.03,90,EUR
Policy,OG,610908011,True,1961-09-08,2026-08-30,207,2053.31,5567.51,6396.64,0.0027,0.0055,0.03,90,EUR
Policy,OG,610912010,False,1961-09-12,2026-08-30,207,2293.23,5627.97,8900.08,0.0027,0.0054,0.03,90,EUR
Policy,OG,610923014,False,1961-09-23,2026-08-30,220,9009.9,24228.62,24375.51,0.0027,0.0054,0.03,0,EUR
Policy,OG,610928012,False,1961-09-28,2026-08-30,207,1694.73,4623.05,4785.05,0.0027,0.0055,0.03,0,EUR
Policy,OG,610929006,False,1961-09-29,2026-08-30,207,21524.23,57016.6,72036.52,0.00135,0.0029,0.03,0,EUR
Policy,OG,611002021,False,1961-10-02,2026-09-30,207,262.32,752.65,799.51,0.0027,0.0055,0.03,90,EUR
Policy,OG,611004013,False,1961-10-04,2026-09-30,207,4177.75,11616.63,14323.67,0.0027,0.0054,0.03,90,EUR
Policy,OG,611021005,False,1961-10-21,2026-09-30,207,7020.38,19278.68,23408.25,0.0027,0.0054,0.03,0,EUR
Policy,OG,611024005,True,1961-10-24,2026-09-30,207,7857.61,22321.6,25022.47,0.0027,0.0055,0.03,90,EUR
Policy,OG,611106021,False,1961-11-06,2026-10-30,207,3864.21,11577.52,12224.75,0.0027,0.0055,0.03,0,EUR
Policy,OG,611108016,True,1961-11-08,2026-10-30,220,1798.1,5449.39,6523.55,0.0027,0.0054,0.03,90,EUR
Policy,OG,611108018,True,1961-11-08,2026-10-30,207,9569.58,28759.19,29651.35,0.0027,0.0055,0.03,90,EUR
Policy,OG,611121011,False,1961-11-21,2026-10-30,207,12699.84,36297,49661.24,0.0027,0.0054,0.03,110,EUR
Policy,OG,611125006,False,1961-11-25,2026-10-30,207,2437.02,7342.39,8029.36,0.0027,0.0055,0.03,90,EUR
Policy,OG,611125007,False,1961-11-25,2026-10-30,207,5361.93,16010.83,18497.66,0.0027,0.0055,0.03,110,EUR
Policy,OG,611201015,False,1961-12-01,2026-11-30,207,1993.76,5944.88,7609.59,0.0027,0.0054,0.03,90,EUR
Policy,OG,611202021,False,1961-12-02,2026-11-30,207,1514.47,4595.12,5592.31,0.00135,0.0029,0.03,90,EUR
Policy,OG,611204016,False,1961-12-04,2026-11-30,207,4962.5,15151.19,17892.85,0.0027,0.0054,0.03,0,EUR
Policy,OG,611206014,False,1961-12-06,2026-11-30,207,1843.26,5529.19,6738.41,0.0027,0.0054,0.03,110,EUR
Policy,OG,611225009,True,1961-12-25,2026-11-30,207,8496.35,26359.41,27880.94,0.0027,0.00542710295867775,0.03,0,EUR
Policy,OG,611230010,True,1961-12-30,2026-11-30,207,103.93,332.59,359.99,0.0027,0.0055,0.03,90,EUR
Policy,OG,620105009,False,1962-01-05,2027-01-30,207,6393.6,22097.16,22956.06,0.0027,0.0054,0.03,0,EUR
Policy,OG,620116017,False,1962-01-16,2026-12-30,207,793.15,2566.81,3052.24,0.0027,0.0054,0.03,90,EUR
Policy,OG,620122014,False,1962-01-22,2026-12-30,207,20685.77,69563.6,64275.14,0.0027,0.0055,0.03,0,EUR
Policy,OG,620221015,True,1962-02-21,2027-01-30,207,1345.89,4713.87,5285.14,0.0027,0.0055,0.03,90,EUR
Policy,OG,620225012,False,1962-02-25,2027-01-30,207,507.62,1820.96,1651.18,0.0027,0.0054,0.03,90,EUR
Policy,OG,620304011,False,1962-03-04,2027-02-28,207,248.56,940,890.46,0.0027,0.0055,0.03,90,EUR
Policy,OG,620306013,False,1962-03-06,2027-02-28,207,3339.39,12035.72,13659.76,0.0027,0.0054,0.03,90,EUR
Policy,OG,620306014,False,1962-03-06,2027-02-28,207,1155.94,4355.13,4421.31,0.0027,0.0055,0.03,90,EUR
Policy,OG,620309009,True,1962-03-09,2027-02-28,207,934.99,3454.15,3759.84,0.0027,0.00545184285569532,0.03,90,EUR
Policy,OG,620319017,False,1962-03-19,2027-02-28,207,3604.67,13365.53,14175.8,0.0027,0.0055,0.03,0,EUR
Policy,OG,620320013,False,1962-03-20,2027-02-28,207,20921.16,79168.02,78478.95,0.0027,0.0055,0.03,90,EUR
Policy,OG,620323009,True,1962-03-23,2027-02-28,207,1055.86,3946.64,3834.01,0.0027,0.0055,0.03,0,EUR
Policy,OG,620327009,False,1962-03-27,2027-02-28,207,1464.3,4932.4,7149.8,0.0027,0.0054,0.03,90,EUR
Policy,OG,620329017,False,1962-03-29,2027-02-28,207,884.57,3073.14,4296.75,0.0027,0.0055,0.03,90,EUR
Policy,OG,620331015,False,1962-03-31,2027-02-28,207,916.03,3484.98,3132.27,0.0027,0.0054,0.03,0,EUR
Policy,OG,620406012,False,1962-04-06,2027-03-30,207,692.37,2766.13,2808.6,0.0027,0.0055,0.03,90,EUR
Policy,OG,620411008,False,1962-04-11,2027-03-30,207,2528.54,9273.84,12562.2,0.0027,0.0054,0.03,90,EUR
Policy,OG,620413012,False,1962-04-13,2027-03-30,207,2850.16,11535.84,10158.25,0.0027,0.0055,0.03,0,EUR
Policy,OG,620413015,False,1962-04-13,2027-03-30,207,662.28,2678.5,2455.46,0.0027,0.0054,0.03,90,EUR
Policy,OG,620416011,False,1962-04-16,2027-03-30,207,3863.43,15293.93,15425.88,0.0027,0.0055,0.03,0,EUR
Policy,OG,620418017,False,1962-04-18,2027-03-30,207,3586.67,14195.72,14491.2,0.0027,0.0055,0.03,0,EUR
Policy,OG,620418018,True,1962-04-18,2027-03-30,207,815.28,3098.53,3513.84,0.0027,0.0054,0.03,90,EUR
Policy,OG,620419007,False,1962-04-19,2024-03-30,207,26434.27,21427.26,34537.07,0.0027,0.0054,0.03,0,EUR
Policy,OG,620509009,False,1962-05-09,2022-04-30,207,33876.56,9495.38,33509.69,0.0027,0.0055,0.03,90,EUR
Policy,OG,620509012,False,1962-05-09,2022-05-30,207,2901.72,859.21,2888.66,0.0027,0.0055,0.03,90,EUR
Policy,OG,620515021,True,1962-05-15,2027-04-30,207,346.33,1456.73,1545.6,0.0027,0.0055,0.03,90,EUR
Policy,OG,620518011,True,1962-05-18,2027-04-30,207,885.6,3653.85,3951.16,0.0027,0.0054,0.03,90,EUR
Policy,OG,620525015,True,1962-05-25,2027-04-30,207,2735.6,11470.62,11665.4,0.0027,0.0054,0.03,90,EUR
Policy,OG,620528014,False,1962-05-28,2027-04-30,207,4638.71,19719.6,19927.48,0.0027,0.0055,0.03,90,EUR
Policy,OG,620529021,False,1962-05-29,2027-04-30,207,11421.94,47266.44,48166.65,0.0027,0.00545125723451988,0.03,90,EUR
Policy,OG,620530010,True,1962-05-30,2027-04-30,207,1142.03,4809.4,4724.71,0.0027,0.0055,0.03,0,EUR
Policy,OG,620601011,False,1962-06-01,2027-05-30,207,1638.29,7299.27,7997.93,0.0027,0.00542679213126792,0.03,90,EUR
Policy,OG,620603007,False,1962-06-03,2027-05-30,207,1573.26,7227.36,6906.7,0.00135,0.003,0.03,90,EUR
Policy,OG,620608013,False,1962-06-08,2027-05-30,207,384.86,1769.64,1465.57,0.0027,0.0054,0.03,90,EUR
Policy,OG,620612017,False,1962-06-12,2027-05-30,207,1556.65,6932.28,7548.14,0.0027,0.00542675468965477,0.03,90,EUR
Policy,OG,620616015,False,1962-06-16,2027-05-30,207,783.8,3651.9,3210.96,0.0027,0.00544690051753881,0.03,90,EUR
Policy,OG,620624014,False,1962-06-24,2027-05-30,207,25444.01,114838.7,97208.84,0.0027,0.0055,0.03,0,EUR
Policy,OG,620627013,False,1962-06-27,2024-05-30,207,1817.01,1585.88,2699.25,0.0027,0.0055,0.03,90,EUR
Policy,OG,620701013,True,1962-07-01,2027-06-30,207,420.03,2017.58,2171.13,0.0027,0.0055,0.03,90,EUR
Policy,OG,620703013,False,1962-07-03,2027-06-30,207,1274.72,6150.41,6318.55,0.0027,0.0054,0.03,110,EUR
Policy,OG,620704021,False,1962-07-04,2027-06-30,207,266.49,1307.38,1200.35,0.0027,0.0054,0.03,90,EUR
Policy,OG,620719017,False,1962-07-19,2027-06-30,207,3089.1,14959.29,16974.81,0.0027,0.0055,0.03,0,EUR
Policy,OG,620720006,False,1962-07-20,2027-06-30,207,459.27,2075.71,2400.43,0.0027,0.0054,0.03,0,EUR
Policy,OG,620728011,True,1962-07-28,2027-06-30,207,1335.69,6474.35,6330.85,0.0027,0.0055,0.03,90,EUR
Policy,OG,620728014,True,1962-07-28,2027-06-30,207,999.74,4816.08,5014.12,0.0027,0.0055,0.03,90,EUR
Policy,OG,620731012,False,1962-07-31,2027-07-30,207,10688.46,52018.45,58622.67,0.0027,0.0054,0.03,90,EUR
Policy,OG,620802009,False,1962-08-02,2027-07-30,207,2102.48,10136.53,11887.98,0.0027,0.0054,0.03,0,EUR
Policy,OG,620803005,False,1962-08-03,2027-07-30,207,172.08,833.65,987.09,0.0027,0.0054,0.03,90,EUR
Policy,OG,620808013,True,1962-08-08,2027-07-30,207,1587.25,8178.38,8104.36,0.0027,0.0055,0.03,90,EUR
Policy,OG,620814016,True,1962-08-14,2027-07-30,207,2794.59,14448.89,14916.77,0.0027,0.0055,0.03,110,EUR
Policy,OG,620821010,False,1962-08-21,2027-07-30,207,4556.84,23343.9,23313.24,0.0027,0.0054,0.03,90,EUR
Policy,OG,620821011,False,1962-08-21,2027-07-30,207,1667.11,8885.08,7832.05,0.0027,0.0054,0.03,90,EUR
Policy,OG,620901014,False,1962-09-01,2027-08-30,207,141.08,819.57,723.98,0.00135,0.003,0.03,90,EUR
Policy,OG,620901016,False,1962-09-01,2027-08-30,207,144.65,828.78,697.22,0.0027,0.0055,0.03,0,EUR
Policy,OG,620902010,False,1962-09-02,2027-08-30,207,1411.33,7895.15,7765.06,0.0027,0.0055,0.03,0,EUR
Policy,OG,620913006,False,1962-09-13,2027-08-30,207,1522.52,8234.39,9285.88,0.0027,0.00542664581104368,0.03,90,EUR
Policy,OG,620918015,False,1962-09-18,2027-08-30,207,5682.08,31659.34,34347.4,0.0027,0.0055,0.03,0,EUR
Policy,OG,620921016,False,1962-09-21,2024-08-30,207,9466.2,9199.48,15485.65,0.0027,0.00542632648801889,0.03,90,EUR
Policy,OG,620921017,False,1962-09-21,2024-08-30,207,1976.24,1943.48,3151.97,0.0027,0.0055,0.03,90,EUR
Policy,OG,620922008,False,1962-09-22,2027-08-30,207,1768.8,9931.48,9552,0.0027,0.0055,0.03,0,EUR
Policy,OG,620923013,True,1962-09-23,2027-08-30,207,992.58,5628.14,4878.15,0.0027,0.0055,0.03,0,EUR
Policy,OG,621003009,True,1962-10-03,2022-09-30,207,19673.71,7215.79,20189.91,0.0027,0.0055,0.03,90,EUR
Policy,OG,621005014,False,1962-10-05,2027-09-30,207,2752.97,16872.67,15354.76,0.0027,0.0055,0.03,0,EUR
Policy,OG,621008012,False,1962-10-08,2027-09-30,207,1044.23,6519.83,5577.85,0.0027,0.0054,0.03,0,EUR
Policy,OG,621022010,False,1962-10-22,2027-09-30,207,909.15,5455.82,5264.52,0.00135,0.0029,0.03,90,EUR
Policy,OG,621024008,False,1962-10-24,2027-09-30,207,325.09,1980.73,1974.03,0.0027,0.0055,0.03,90,EUR
Policy,OG,621024010,False,1962-10-24,2027-09-30,207,493.24,2991.65,2868.67,0.0027,0.0055,0.03,0,EUR
Policy,OG,621029014,False,1962-10-29,2027-09-30,207,2375.98,14572.03,13437.55,0.0027,0.0055,0.03,0,EUR
Policy,OG,621101013,False,1962-11-01,2027-10-30,207,2144.67,13296.56,14729.67,0.0027,0.0054,0.03,0,EUR
Policy,OG,621103008,False,1962-11-03,2024-10-30,220,150935.06,159111.08,234242.83,0.0027,0.0054,0.03,0,EUR
Policy,OG,621104007,False,1962-11-04,2027-10-30,207,686.27,4671.95,4473.37,0.0027,0.0055,0.03,90,EUR
Policy,OG,621109010,False,1962-11-09,2027-10-30,207,815.54,5346.88,5567.36,0.0027,0.00542682517655156,0.03,90,EUR
Policy,OG,621112014,False,1962-11-12,2027-10-30,207,6782.4,44187.25,41466.17,0.0027,0.00542765322576082,0.03,90,EUR
Policy,OG,621115011,True,1962-11-15,2027-10-30,207,188.59,1222.6,1290.95,0.0027,0.0054,0.03,90,EUR
Policy,OG,621122011,False,1962-11-22,2024-10-30,207,376.08,402.23,593.66,0.0027,0.0055,0.03,90,EUR
Policy,OG,621122012,False,1962-11-22,2024-10-30,207,868,924.93,1485.38,0.0027,0.0055,0.03,90,EUR
Policy,OG,621127009,True,1962-11-27,2027-10-30,207,1924.85,12114.11,14081.85,0.0027,0.0054,0.03,0,EUR
Policy,OG,621130008,False,1962-11-30,2027-10-30,207,605.01,6620.18,5319.39,0.00135,0.00295412496336958,0.03,90,EUR
Policy,OG,621130009,False,1962-11-30,2027-10-30,207,854.91,9344.97,8225.65,0.0027,0.00545411799074796,0.03,0,EUR
Policy,OG,621209004,True,1962-12-09,2027-11-30,207,327.26,2419.52,2249.93,0.0027,0.0054,0.03,90,EUR
Policy,OG,621210007,True,1962-12-10,2027-11-30,207,464.06,3300.61,3432.73,0.0027,0.0055,0.03,90,EUR
Policy,OG,621213007,False,1962-12-13,2027-11-30,207,112.08,714.3,925.32,0.0027,0.0054,0.03,90,EUR
Policy,OG,621215008,False,1962-12-15,2027-11-30,207,1489.3,10831.98,10882.77,0.0027,0.00542565403555029,0.03,110,EUR
Policy,OG,621216008,True,1962-12-16,2027-11-30,207,4344.54,23549.57,35168.11,0.0027,0.0054,0.03,90,EUR
Policy,OG,621219011,True,1962-12-19,2027-11-30,207,7554.44,56107.5,47357.48,0.0027,0.0054,0.03,90,EUR
Policy,OG,621231016,False,1962-12-31,2027-11-30,207,1038.12,7582.88,7214.53,0.0027,0.0054,0.03,90,EUR
Policy,OG,630108016,True,1963-01-08,2027-12-30,207,1319.35,9659.02,10516.85,0.0027,0.0054,0.03,90,EUR
Policy,OG,630118011,True,1963-01-18,2027-12-30,207,1156.18,9830.53,7466.32,0.0027,0.00542218822382923,0.03,0,EUR
Policy,OG,630127008,False,1963-01-27,2027-12-30,207,869.18,7135.01,6743.96,0.0027,0.0055,0.03,90,EUR
