Id,Security Id,Security Id Scheme,Start Date,End Date,Fixed Rate,Coupon Frequency,First coupon,Currency,Notional
FR0011048966,FR0011048966,OG-Security,2011-05-17,2021-05-17,4.078,1,2011-05-17,EUR,1
FR0011075043,FR0011075043,OG-Security,2011-07-07,2021-07-07,4.339,1,2011-07-07,EUR,1
FR0011196856,FR0011196856,OG-Security,2012-02-07,2022-04-25,3,1,2011-04-25,EUR,1
FR0011225143,FR0011225143,OG-Security,2012-03-27,2027-03-25,4.125,1,2012-03-27,EUR,1
FR0011317783,FR0011317783,OG-Security,2012-09-11,2027-10-25,2.75,1,2011-10-25,EUR,1
FR0011332196,FR0011332196,OG-Security,2012-10-02,2023-01-16,3.625,1,2012-10-02,EUR,1
FR0011337880,FR0011337880,OG-Security,2012-10-09,2022-10-25,2.25,1,2011-10-25,EUR,1
FR0011461037,FR0011461037,OG-Security,2013-04-04,2045-05-25,3.25,1,2012-05-25,EUR,1
FR0011486067,FR0011486067,OG-Security,2013-05-07,2023-05-25,1.75,1,2012-05-25,EUR,1
FR0011531730,FR0011531730,OG-Security,2013-07-10,2099-12-31,4.75,1,2013-07-10,EUR,1
FR0011565555,FR0011565555,OG-Security,2013-09-12,2023-09-12,2.875,1,2013-09-12,EUR,1
FR0011625433,FR0011625433,OG-Security,2013-11-14,2023-11-14,2.5,1,2013-11-14,EUR,1
FR0011637586,FR0011637586,OG-Security,2013-11-27,2021-04-27,2.25,1,2013-11-27,EUR,1
FR0011781764,FR0011781764,OG-Security,2014-03-17,2021-03-17,2.125,1,2014-03-17,EUR,1
FR0011847425,FR0011847425,OG-Security,2014-04-16,2021-04-16,1.5,1,2014-04-16,EUR,1
FR0011883966,FR0011883966,OG-Security,2014-05-06,2030-05-25,2.5,1,2013-05-25,EUR,1
FR0011952647,FR0011952647,OG-Security,2014-07-25,2026-06-25,0,0,NULL,EUR,1
FR0011962398,FR0011962398,OG-Security,2014-06-10,2024-11-25,1.75,1,2013-11-25,EUR,1
FR0012018851,FR0012018851,OG-Security,2014-07-08,2026-07-08,2.75,1,2014-07-08,EUR,1
FR0012143451,FR0012143451,OG-Security,2014-09-05,2022-10-25,0.875,1,2014-09-05,EUR,1
FR0012199065,FR0012199065,OG-Security,2014-10-08,2024-10-08,1.625,1,2014-10-08,EUR,1
FR0012300812,FR0012300812,OG-Security,2014-11-17,2025-01-15,1.875,1,2014-11-17,EUR,1
FR0012300820,FR0012300820,OG-Security,2014-11-17,2021-01-15,1.125,1,2014-11-17,EUR,1
FR0012317758,FR0012317758,OG-Security,2014-11-18,2099-12-31,4,1,2014-11-18,EUR,1
FR0012537124,FR0012537124,OG-Security,2015-02-17,2025-02-17,0.625,1,2015-02-17,EUR,1
FR0012601367,FR0012601367,OG-Security,2015-03-11,2025-03-11,0.875,1,2015-03-11,EUR,1
FR0012648590,FR0012648590,OG-Security,2015-03-30,2099-12-31,2.5,1,2015-03-30,EUR,1
FR0012663169,FR0012663169,OG-Security,2015-04-09,2028-01-10,1.59,1,2015-04-09,EUR,1
FR0012685691,FR0012685691,OG-Security,2015-04-23,2027-04-23,0.625,1,2015-04-23,EUR,1
FR0012759744,FR0012759744,OG-Security,2015-06-08,2022-06-08,1.25,1,2015-06-08,EUR,1
FR0012872182,FR0012872182,OG-Security,2015-07-31,2020-07-31,0.375,1,2015-07-31,EUR,1
FR0012939841,FR0012939841,OG-Security,2015-09-08,2023-09-08,1.5,1,2015-09-08,EUR,1
FR0012949923,FR0012949923,OG-Security,2015-09-10,2025-09-10,1.75,1,2015-09-10,EUR,1
FR0012968337,FR0012968337,OG-Security,2015-09-21,2020-11-25,0.25,1,2014-11-25,EUR,1
FR0012993103,FR0012993103,OG-Security,2015-10-05,2031-05-25,1.5,1,2015-05-25,EUR,1
FR0013020450,FR0013020450,OG-Security,2015-10-21,2027-10-21,1.25,1,2015-10-21,EUR,1
FR0013044278,FR0013044278,OG-Security,2015-11-06,2024-01-15,1.5,1,2015-11-06,EUR,1
FR0013044294,FR0013044294,OG-Security,2015-11-04,2021-11-04,0.3,1,2015-11-04,EUR,1
FR0013054897,FR0013054897,OG-Security,2015-11-18,2031-05-25,1.75,1,2015-11-18,EUR,1
FR0013060209,FR0013060209,OG-Security,2015-11-27,2025-11-27,1.625,1,2015-11-27,EUR,1
FR0013063385,FR0013063385,OG-Security,2015-11-30,2027-11-30,2.75,1,2015-11-30,EUR,1
FR0013066388,FR0013066388,OG-Security,2015-12-10,2047-06-10,4.5,1,2015-12-10,EUR,1
FR0013128584,FR0013128584,OG-Security,2016-03-03,2026-03-03,0.625,1,2016-03-03,EUR,1
FR0013144003,FR0013144003,OG-Security,2016-04-05,2028-04-05,1.125,1,2016-04-05,EUR,1
FR0013144052,FR0013144052,OG-Security,2016-04-06,2032-01-12,1.25,1,2016-04-06,EUR,1
FR0013152899,FR0013152899,OG-Security,2016-04-18,2026-10-19,1,1,2016-04-18,EUR,1
FR0013152907,FR0013152907,OG-Security,2016-04-18,2036-04-18,2,1,2016-04-18,EUR,1
FR0013154028,FR0013154028,OG-Security,2016-04-19,2066-05-25,1.75,1,2015-05-25,EUR,1
FR0013154044,FR0013154044,OG-Security,2016-04-19,2036-05-25,1.25,1,2015-05-25,EUR,1
FR0013155009,FR0013155009,OG-Security,2016-04-22,2026-04-22,2.875,1,2016-04-22,EUR,1
FR0013169778,FR0013169778,OG-Security,2016-05-17,2023-05-17,1,1,2016-05-17,EUR,1
FR0013173432,FR0013173432,OG-Security,2016-05-19,2028-05-19,1.25,1,2016-05-19,EUR,1
FR0013182078,FR0013182078,OG-Security,2016-06-10,2026-01-09,1.125,1,2016-06-10,EUR,1
FR0013183167,FR0013183167,OG-Security,2016-06-14,2025-06-14,0.5,1,2016-06-14,EUR,1
FR0013200813,FR0013200813,OG-Security,2016-09-05,2026-11-25,0.25,1,2015-11-25,EUR,1
FR0013201126,FR0013201126,OG-Security,2016-09-09,2025-02-07,0.375,1,2016-09-09,EUR,1
FR0013210416,FR0013210416,OG-Security,2016-10-04,2029-01-04,0.927,1,2016-10-04,EUR,1
FR0013213295,FR0013213295,OG-Security,2016-10-13,2026-10-13,1,1,2016-10-13,EUR,1
FR0013217114,FR0013217114,OG-Security,2016-11-03,2027-02-03,0.875,1,2016-11-03,EUR,1
FR0013218138,FR0013218138,OG-Security,2016-11-09,2021-11-09,0.5,1,2016-11-09,EUR,1
FR0013219177,FR0013219177,OG-Security,2016-11-21,2022-05-25,0,1,2016-05-25,EUR,1
FR0013222494,FR0013222494,OG-Security,2016-12-07,2027-06-07,1.375,1,2016-12-07,EUR,1
FR0013230737,FR0013230737,OG-Security,2017-01-12,2022-01-12,0.75,1,2017-01-12,EUR,1
FR0013231099,FR0013231099,OG-Security,2017-01-18,2027-01-18,1.25,1,2017-01-18,EUR,1
FR0013231743,FR0013231743,OG-Security,2017-01-18,2023-01-18,1.125,1,2017-01-18,EUR,1
FR0013234333,FR0013234333,OG-Security,2017-01-31,2039-06-25,1.75,1,2016-06-25,EUR,1
FR0013241361,FR0013241361,OG-Security,2017-03-08,2024-03-08,1.375,1,2017-03-08,EUR,1
FR0013241536,FR0013241536,OG-Security,2017-03-09,2023-09-11,0.75,1,2017-03-09,EUR,1
FR0013241676,FR0013241676,OG-Security,2017-03-09,2027-09-09,1.5,1,2017-03-09,EUR,1
FR0013250560,FR0013250560,OG-Security,2017-04-10,2027-05-25,1,1,2016-05-25,EUR,1
FR0013250693,FR0013250693,OG-Security,2017-04-12,2025-04-11,1.625,1,2017-04-12,EUR,1
FR0013257524,FR0013257524,OG-Security,2017-05-25,2048-05-25,2,1,2017-05-25,EUR,1
FR0013283371,FR0013283371,OG-Security,2017-09-26,2022-09-26,0.75,1,2017-09-26,EUR,1
FR0013286192,FR0013286192,OG-Security,2017-10-09,2028-05-25,0.75,1,2017-05-25,EUR,1
FR0013286788,FR0013286788,OG-Security,2017-10-13,2027-10-13,1.125,1,2017-10-13,EUR,1
FR0013286838,FR0013286838,OG-Security,2017-10-16,2024-10-16,1,1,2017-10-16,EUR,1
FR0013298684,FR0013298684,OG-Security,2017-11-27,2023-03-27,0.625,1,2017-11-27,EUR,1
FR0013310455,FR0013310455,OG-Security,2018-01-22,2030-01-22,1.375,1,2018-01-22,EUR,1
FR0013310505,FR0013310505,OG-Security,2018-01-16,2099-12-31,1.375,1,2018-01-16,EUR,1
FR0013311016,FR0013311016,OG-Security,2018-01-22,2021-02-25,0,1,2017-02-25,EUR,1
FR0013313582,FR0013313582,OG-Security,2018-02-05,2034-05-25,1.25,1,2017-05-25,EUR,1
FR0013323870,FR0013323870,OG-Security,2018-03-20,2028-03-20,1.375,1,2018-03-20,EUR,1
FR0013327988,FR0013327988,OG-Security,2018-04-18,2028-04-18,1.75,1,2018-04-18,EUR,1
FR0013332970,FR0013332970,OG-Security,2018-05-15,2021-05-14,0.125,1,2018-05-15,EUR,1
FR0013341682,FR0013341682,OG-Security,2018-06-11,2028-11-25,0.75,1,2017-11-25,EUR,1
FR0013344751,FR0013344751,OG-Security,2018-06-25,2024-03-25,0,1,2018-03-25,EUR,1
FR0013359197,FR0013359197,OG-Security,2018-09-12,2025-09-12,1,1,2018-09-12,EUR,1
FR0013368164,FR0013368164,OG-Security,2018-09-27,2030-09-27,1.5,1,2018-09-27,EUR,1
FR0013381704,FR0013381704,OG-Security,2018-11-20,2030-11-20,2.375,1,2018-11-20,EUR,1
FR0013383213,FR0013383213,OG-Security,2018-12-04,2026-05-04,1.75,1,2018-12-04,EUR,1
FR0013384567,FR0013384567,OG-Security,2018-11-30,2028-11-30,1.45,1,2018-11-30,EUR,1
FR0013385473,FR0013385473,OG-Security,2018-12-05,2030-01-07,1.94,1,2018-12-05,EUR,1
FR0013393774,FR0013393774,OG-Security,2019-01-11,2024-07-11,2,1,2019-01-11,EUR,1
FR0013396496,FR0013396496,OG-Security,2019-01-15,2022-01-15,0.5,1,2019-01-15,EUR,1
FR0013396512,FR0013396512,OG-Security,2019-01-15,2024-07-15,1.125,1,2019-01-15,EUR,1
FR0013396520,FR0013396520,OG-Security,2019-01-15,2029-01-15,2,1,2019-01-15,EUR,1
FR0013396876,FR0013396876,OG-Security,2019-01-15,2028-01-15,1.5,1,2019-01-15,EUR,1
FR0013397452,FR0013397452,OG-Security,2019-01-18,2029-01-18,1.625,1,2019-01-18,EUR,1
FR0013398070,FR0013398070,OG-Security,2019-01-23,2027-01-23,2.125,1,2019-01-23,EUR,1
FR0013398229,FR0013398229,OG-Security,2019-01-28,2099-12-31,3.25,1,2019-01-28,EUR,1
FR0013404571,FR0013404571,OG-Security,2019-02-21,2031-02-21,1.375,1,2019-02-21,EUR,1
FR0013404969,FR0013404969,OG-Security,2019-02-26,2050-05-25,1.5,1,2018-05-25,EUR,1
FR0013405537,FR0013405537,OG-Security,2019-02-28,2024-08-28,1.125,1,2019-02-28,EUR,1
FR0013409851,FR0013409851,OG-Security,2019-03-21,2034-03-21,1.25,1,2019-03-21,EUR,1
FR0013412343,FR0013412343,OG-Security,2019-04-01,2025-04-01,1,1,2019-04-01,EUR,1
FR0013412947,FR0013412947,OG-Security,2019-04-08,2026-06-08,0.75,1,2019-04-08,EUR,1
FR0013415627,FR0013415627,OG-Security,2019-04-24,2025-03-25,0,1,2019-03-25,EUR,1
FR0013415692,FR0013415692,OG-Security,2019-04-24,2029-04-24,1.375,1,2019-04-24,EUR,1
FR0013419736,FR0013419736,OG-Security,2019-05-15,2027-05-17,1,1,2019-05-15,EUR,1
FR0013421369,FR0013421369,OG-Security,2019-05-23,2029-05-23,1.125,1,2019-05-23,EUR,1
FR0013422003,FR0013422003,OG-Security,2019-05-27,2022-05-27,0,1,2019-05-27,EUR,1
FR0013425162,FR0013425162,OG-Security,2019-06-18,2029-06-18,1.875,1,2019-06-18,EUR,1
FR0013432770,FR0013432770,OG-Security,2019-07-04,2024-02-05,0.125,1,2019-07-04,EUR,1
FR0013433596,FR0013433596,OG-Security,2019-07-12,2026-07-12,0.25,1,2019-07-12,EUR,1
FR0013444304,FR0013444304,OG-Security,2019-09-03,2027-09-03,0.1,1,2019-09-03,EUR,1
FR0013444775,FR0013444775,OG-Security,2019-09-04,2027-03-04,0,1,2019-09-04,EUR,1
FR0013444841,FR0013444841,OG-Security,2019-09-06,2021-09-06,0.298,4,2019-09-06,EUR,1
FR0013445137,FR0013445137,OG-Security,2019-09-09,2027-09-09,0,1,2019-09-09,EUR,1
FR0013445335,FR0013445335,OG-Security,2019-09-12,2099-12-31,1.625,1,2019-09-12,EUR,1
FR0013447877,FR0013447877,OG-Security,2019-09-19,2099-12-31,1.75,1,2019-09-19,EUR,1
FR0013451507,FR0013451507,OG-Security,2019-10-07,2029-11-25,0,1,2018-11-25,EUR,1
FR0013455540,FR0013455540,OG-Security,2019-10-24,2027-02-24,0.5,1,2019-10-24,EUR,1
FR0013463775,FR0013463775,OG-Security,2019-11-27,2050-07-27,2,1,2019-11-27,EUR,1
FR0013464930,FR0013464930,OG-Security,2019-12-04,2024-12-04,0.125,1,2019-12-04,EUR,1
FR0013465358,FR0013465358,OG-Security,2019-12-04,2026-06-04,0.5,1,2019-12-04,EUR,1
FR0013476090,FR0013476090,OG-Security,2020-01-15,2027-01-15,1.125,1,2020-01-15,EUR,1
FR0013476199,FR0013476199,OG-Security,2020-01-15,2026-01-15,0.25,1,2020-01-15,EUR,1
FR0013476611,FR0013476611,OG-Security,2020-01-15,2032-01-15,1.125,1,2020-01-15,EUR,1
FR0013479276,FR0013479276,OG-Security,2020-01-23,2027-01-25,0.75,1,2020-01-23,EUR,1
FR0013480613,FR0013480613,OG-Security,2020-02-04,2052-05-25,0.75,1,2019-05-25,EUR,1
FR0013484458,FR0013484458,OG-Security,2020-02-19,2028-02-19,0.5,1,2020-02-19,EUR,1
FR0013486701,FR0013486701,OG-Security,2020-02-24,2026-02-24,0.125,1,2020-02-24,EUR,1
FR0013494168,FR0013494168,OG-Security,2020-03-11,2029-03-11,0.25,1,2020-03-11,EUR,1
FR0013504644,FR0013504644,OG-Security,2020-03-27,2025-03-27,1.375,1,2020-03-27,EUR,1
FR0013504677,FR0013504677,OG-Security,2020-03-27,2028-03-27,1.75,1,2020-03-27,EUR,1
FR0013504727,FR0013504727,OG-Security,2020-04-02,2030-04-02,1.375,1,2020-04-02,EUR,1
FR0013505104,FR0013505104,OG-Security,2020-03-30,2025-04-01,1,1,2020-03-30,EUR,1
FR0013505112,FR0013505112,OG-Security,2020-03-30,2030-04-01,1.5,1,2020-03-30,EUR,1
FR0013505260,FR0013505260,OG-Security,2020-04-01,2027-12-15,2.625,1,2020-04-01,EUR,1
FR0013505542,FR0013505542,OG-Security,2020-04-02,2027-04-02,1.25,1,2020-04-02,EUR,1
FR0013505559,FR0013505559,OG-Security,2020-04-02,2025-04-02,1,1,2020-04-02,EUR,1
FR0013505567,FR0013505567,OG-Security,2020-04-02,2030-04-02,1.375,1,2020-04-02,EUR,1
FR0013506292,FR0013506292,OG-Security,2020-04-07,2027-07-07,1.25,1,2020-04-07,EUR,1
FR0013506516,FR0013506516,OG-Security,2020-04-14,2027-01-14,1.25,1,2020-04-14,EUR,1
FR0013506862,FR0013506862,OG-Security,2020-04-09,2027-04-09,1,1,2020-04-09,EUR,1
FR0013507654,FR0013507654,OG-Security,2020-04-14,2028-07-24,1.125,1,2020-04-14,EUR,1
FR0013507704,FR0013507704,OG-Security,2020-04-15,2028-04-15,1.25,1,2020-04-15,EUR,1
FR0013508512,FR0013508512,OG-Security,2020-04-22,2026-04-22,1,1,2020-04-22,EUR,1
FR0013508686,FR0013508686,OG-Security,2020-04-21,2026-10-21,0.625,1,2020-04-21,EUR,1
FR0013508710,FR0013508710,OG-Security,2020-04-17,2029-04-17,1.125,1,2020-04-17,EUR,1
FR0013509098,FR0013509098,OG-Security,2020-04-21,2026-04-21,1.125,1,2020-04-21,EUR,1
FR0013509726,FR0013509726,OG-Security,2020-04-28,2025-04-28,0.625,1,2020-04-28,EUR,1
FR0013511227,FR0013511227,OG-Security,2020-05-07,2027-05-07,0.875,1,2020-05-07,EUR,1
FR0013512621,FR0013512621,OG-Security,2020-05-19,2031-05-19,1,1,2020-05-19,EUR,1
FR0013515749,FR0013515749,OG-Security,2020-06-03,2030-06-03,1.25,1,2020-06-03,EUR,1
FR0013516069,FR0013516069,OG-Security,2020-06-05,2026-01-05,0.375,1,2020-06-05,EUR,1
FR0013516077,FR0013516077,OG-Security,2020-06-05,2028-06-05,0.5,1,2020-06-05,EUR,1
FR0013516549,FR0013516549,OG-Security,2020-06-08,2030-11-25,0,1,2019-11-25,EUR,1
FR0013517307,FR0013517307,OG-Security,2020-06-11,2029-06-11,1.25,1,2020-06-11,EUR,1
FR0013518024,FR0013518024,OG-Security,2020-06-17,2026-06-17,0.5,1,2020-06-17,EUR,1
FR0125692451,FR0125692451,OG-Security,2019-07-24,2020-07-15,0,0,NULL,EUR,1
FR0125848475,FR0125848475,OG-Security,2019-11-14,2020-11-04,0,0,NULL,EUR,1
FR0125848483,FR0125848483,OG-Security,2020-01-08,2020-12-02,0,0,NULL,EUR,1
FR0125848673,FR0125848673,OG-Security,2020-02-05,2021-01-27,0,0,NULL,EUR,1
FR0125848681,FR0125848681,OG-Security,2020-03-04,2021-02-24,0,0,NULL,EUR,1
FR0126001801,FR0126001801,OG-Security,2020-06-24,2021-06-16,0,0,NULL,EUR,1
IE00BDHDPR44,IE00BDHDPR44,OG-Security,2018-01-10,2028-05-15,0.9,1,2018-01-10,EUR,1
IE00BFZRPZ02,IE00BFZRPZ02,OG-Security,2018-04-17,2033-05-15,1.3,1,2018-04-17,EUR,1
IE00BFZRQ242,IE00BFZRQ242,OG-Security,2018-10-17,2031-03-18,1.35,1,2018-10-17,EUR,1
IE00BH3SQ895,IE00BH3SQ895,OG-Security,2019-01-16,2029-05-15,1.1,1,2019-01-16,EUR,1
IE00BH3SQB22,IE00BH3SQB22,OG-Security,2019-05-16,2050-05-15,1.5,1,2019-05-16,EUR,1
IE00BV8C9186,IE00BV8C9186,OG-Security,2015-02-10,2045-02-18,2,1,2015-02-10,EUR,1
IE00BV8C9B83,IE00BV8C9B83,OG-Security,2017-01-11,2037-05-15,1.7,1,2017-01-11,EUR,1
IT0001086658,IT0001086658,OG-Security,1997-01-29,2022-01-30,0,0,NULL,EUR,1
IT0004547409,IT0004547409,OG-Security,2009-11-05,2022-01-31,4.375,1,2009-11-05,EUR,1
IT0004760341,IT0004760341,OG-Security,2011-09-01,2021-10-31,5,1,2011-09-01,EUR,1
IT0004839046,IT0004839046,OG-Security,2012-07-16,2021-01-27,5,1,2012-07-16,EUR,1
IT0005013971,IT0005013971,OG-Security,2014-04-17,2021-04-16,2.875,1,2014-04-17,EUR,1
IT0005140188,IT0005140188,OG-Security,2015-10-28,2022-01-20,1.25,1,2015-10-28,EUR,1
IT0005156044,IT0005156044,OG-Security,2015-12-18,2025-12-18,1.375,1,2015-12-18,EUR,1
IT0005367492,IT0005367492,OG-Security,2019-04-01,2024-07-01,1.75,2,2019-04-01,EUR,1
IT0005381824,IT0005381824,OG-Security,2019-08-14,2020-08-14,0,0,NULL,EUR,1
IT0005389561,IT0005389561,OG-Security,2019-11-14,2020-11-13,0,0,NULL,EUR,1
IT0005399560,IT0005399560,OG-Security,2020-02-14,2021-02-12,0,0,NULL,EUR,1
IT0006527185,IT0006527185,OG-Security,1999-02-26,2024-02-26,0,0,NULL,EUR,1
LU0905090048,LU0905090048,OG-Security,2013-03-19,2028-03-19,2.25,1,2013-03-19,EUR,1
LU0945626439,LU0945626439,OG-Security,2013-07-10,2023-07-10,2.125,1,2013-07-10,EUR,1
LU1556942974,LU1556942974,OG-Security,2017-02-01,2027-02-01,0.625,1,2017-02-01,EUR,1
LU2161837203,LU2161837203,OG-Security,2020-04-28,2025-04-28,0,1,2020-04-28,EUR,1
NL0000102234,NL0000102234,OG-Security,2005-04-25,2037-01-15,4,1,2005-04-25,EUR,1
NL0000102275,NL0000102275,OG-Security,2006-02-17,2023-01-15,3.75,1,2006-01-15,EUR,1
NL0000102317,NL0000102317,OG-Security,1998-01-15,2028-01-15,5.5,1,1998-01-15,EUR,1
NL0000102788,NL0000102788,OG-Security,2005-04-25,2037-01-15,0,0,NULL,EUR,1
NL0000103000,NL0000103000,OG-Security,1993-01-15,2023-01-15,0,0,NULL,EUR,1
NL0000103299,NL0000103299,OG-Security,1993-01-15,2022-01-15,0,0,NULL,EUR,1
NL0000133924,NL0000133924,OG-Security,1994-02-28,2024-02-28,6.25,1,1994-02-28,EUR,1
NL0009348242,NL0009348242,OG-Security,2010-02-05,2020-07-15,3.5,1,2010-02-05,EUR,1
NL0009446418,NL0009446418,OG-Security,2010-05-21,2042-01-15,3.75,1,2010-05-21,EUR,1
NL0009446608,NL0009446608,OG-Security,2010-05-21,2042-01-15,0,0,NULL,EUR,1
NL0009712470,NL0009712470,OG-Security,2011-03-04,2021-07-15,3.25,1,2011-03-04,EUR,1
NL0010060257,NL0010060257,OG-Security,2012-02-10,2022-07-15,2.25,1,2012-02-10,EUR,1
NL0010071189,NL0010071189,OG-Security,2012-03-09,2033-01-15,2.5,1,2012-03-09,EUR,1
NL0010418810,NL0010418810,OG-Security,2013-03-22,2023-07-15,1.75,1,2013-03-22,EUR,1
NL0010721999,NL0010721999,OG-Security,2014-02-21,2047-01-15,2.75,1,2014-02-21,EUR,1
NL0010733424,NL0010733424,OG-Security,2014-03-28,2024-07-15,2,1,2014-03-28,EUR,1
NL0011220108,NL0011220108,OG-Security,2015-03-26,2025-07-15,0.25,1,2015-03-26,EUR,1
NL0011819040,NL0011819040,OG-Security,2016-03-24,2026-07-15,0.5,1,2016-03-24,EUR,1
NL0011896857,NL0011896857,OG-Security,2016-06-09,2022-01-15,0,1,2016-06-09,EUR,1
NL0012171458,NL0012171458,OG-Security,2017-02-09,2027-07-15,0.75,1,2017-02-09,EUR,1
NL0012650469,NL0012650469,OG-Security,2017-10-13,2024-01-15,0,1,2017-10-13,EUR,1
NL0012818504,NL0012818504,OG-Security,2018-03-15,2028-07-15,0.75,1,2018-03-15,EUR,1
NL0013332430,NL0013332430,OG-Security,2019-02-14,2029-07-15,0.25,1,2019-02-14,EUR,1
NL0013552060,NL0013552060,OG-Security,2019-05-23,2040-01-15,0.5,1,2019-05-23,EUR,1
NL0014270324,NL0014270324,OG-Security,2020-02-05,2020-07-30,0,0,NULL,EUR,1
NL0014332652,NL0014332652,OG-Security,2020-03-02,2021-03-02,0,0,2020-03-02,EUR,1
NL0014433203,NL0014433203,OG-Security,2020-03-04,2020-08-28,0,0,NULL,EUR,1
NL0014555419,NL0014555419,OG-Security,2020-03-12,2030-07-15,0,1,2020-03-12,EUR,1
NL0014787046,NL0014787046,OG-Security,2020-04-08,2020-09-29,0,0,NULL,EUR,1
NL0014832073,NL0014832073,OG-Security,2020-04-16,2021-01-28,0,0,NULL,EUR,1
NL0014858250,NL0014858250,OG-Security,2020-04-30,2021-04-29,0,0,NULL,EUR,1
NL0014913295,NL0014913295,OG-Security,2020-05-06,2020-10-29,0,0,NULL,EUR,1
NL0015031527,NL0015031527,OG-Security,2020-05-27,2021-05-28,0,0,NULL,EUR,1
NL0015041583,NL0015041583,OG-Security,2020-06-04,2020-11-27,0,0,NULL,EUR,1
PTBCPIOM0057,PTBCPIOM0057,OG-Security,2017-05-31,2022-05-31,0.75,1,2017-05-31,EUR,1
PTCGH1OE0014,PTCGH1OE0014,OG-Security,2015-01-27,2022-01-27,1,1,2015-01-27,EUR,1
SI0002103149,SI0002103149,OG-Security,2011-01-18,2021-01-18,4.375,1,2011-01-18,EUR,1
SI0002103388,SI0002103388,OG-Security,2014-04-08,2021-04-08,3,1,2014-04-08,EUR,1
SI0002103487,SI0002103487,OG-Security,2015-03-25,2035-03-25,1.5,1,2015-03-25,EUR,1
SI0002103602,SI0002103602,OG-Security,2016-03-03,2032-03-03,2.25,1,2016-03-03,EUR,1
SI0002103677,SI0002103677,OG-Security,2016-11-03,2040-11-03,1.75,1,2016-11-03,EUR,1
SI0002103842,SI0002103842,OG-Security,2019-01-14,2029-03-14,1.1875,1,2019-01-14,EUR,1
SI0002103966,SI0002103966,OG-Security,2020-01-14,2030-01-14,0.275,1,2020-01-14,EUR,1
SK4120011420,SK4120011420,OG-Security,2016-01-21,2031-01-21,1.625,1,2016-01-21,EUR,1
SK4120012691,SK4120012691,OG-Security,2017-03-09,2037-03-09,1.875,1,2017-03-09,EUR,1
SK4120013400,SK4120013400,OG-Security,2017-10-17,2047-10-17,2,1,2017-10-17,EUR,1
SK4120014150,SK4120014150,OG-Security,2018-06-12,2028-06-12,1,1,2018-06-12,EUR,1
US001055AY85,US001055AY85,OG-Security,2018-10-31,2049-01-15,4.75,2,2018-10-31,USD,1
US00135TAA25,US00135TAA25,OG-Security,2018-10-12,2023-10-12,4.75,2,2018-10-12,USD,1
US00138CAG33,US00138CAG33,OG-Security,2018-06-27,2021-06-25,3.35,2,2018-06-27,USD,1
US00206RDR03,US00206RDR03,OG-Security,2017-02-09,2037-03-01,5.25,2,2017-02-09,USD,1
US002824BA72,US002824BA72,OG-Security,2015-03-10,2022-03-15,2.55,2,2015-03-10,USD,1
US00287YAU38,US00287YAU38,OG-Security,2016-05-12,2021-05-14,2.3,2,2016-05-12,USD,1
US00287YBL20,US00287YBL20,OG-Security,2019-11-21,2022-11-21,2.3,2,2019-11-21,USD,1
US00287YCE77,US00287YCE77,OG-Security,2020-05-14,2021-12-15,5,2,2019-12-15,USD,1
US00772BAF85,US00772BAF85,OG-Security,2015-07-30,2021-05-15,4.5,2,2015-05-15,USD,1
US00912XAM65,US00912XAM65,OG-Security,2014-03-11,2021-04-01,3.875,2,2014-03-11,USD,1
US00912XAW48,US00912XAW48,OG-Security,2017-06-12,2022-07-01,2.625,2,2017-06-12,USD,1
US00912XAZ78,US00912XAZ78,OG-Security,2018-01-16,2021-03-01,2.5,2,2018-01-16,USD,1
US00913RAB24,US00913RAB24,OG-Security,2016-09-27,2021-09-27,1.75,2,2016-09-27,USD,1
US01959EAC21,US01959EAC21,OG-Security,2015-10-29,2025-10-29,4.35,2,2015-10-29,USD,1
US02005NBG43,US02005NBG43,OG-Security,2016-04-11,2021-04-15,4.25,2,2016-04-11,USD,1
US025816BU20,US025816BU20,OG-Security,2018-05-17,2021-05-17,3.375,2,2018-05-17,USD,1
US025816BY42,US025816BY42,OG-Security,2018-11-06,2021-11-05,3.7,2,2018-11-06,USD,1
US025816CB30,US025816CB30,OG-Security,2019-02-22,2021-02-22,3,2,2019-02-22,USD,1
US0258M0EL96,US0258M0EL96,OG-Security,2017-05-03,2027-05-03,3.3,2,2017-05-03,USD,1
US02765UEK60,US02765UEK60,OG-Security,2010-12-21,2050-02-15,8.084,2,2010-12-21,USD,1
US03027XAA81,US03027XAA81,OG-Security,2012-03-12,2022-03-15,4.7,2,2012-03-12,USD,1
US03027XAH35,US03027XAH35,OG-Security,2016-01-12,2021-02-15,3.3,2,2016-01-12,USD,1
US03027XAP50,US03027XAP50,OG-Security,2017-06-30,2027-07-15,3.55,2,2017-06-30,USD,1
US031162CP32,US031162CP32,OG-Security,2017-05-11,2022-05-11,2.65,2,2017-05-11,USD,1
US034863AM25,US034863AM25,OG-Security,2014-04-15,2021-04-15,4.125,2,2014-04-15,USD,1
US034863AP55,US034863AP55,OG-Security,2015-05-14,2025-05-14,4.875,2,2015-05-14,USD,1
US035242AP13,US035242AP13,OG-Security,2016-01-25,2026-02-01,3.65,2,2016-01-25,USD,1
US037833BX70,US037833BX70,OG-Security,2016-02-23,2046-02-23,4.65,2,2016-02-23,USD,1
US05367AAJ25,US05367AAJ25,OG-Security,2017-01-20,2022-01-20,2.875,2,2017-01-20,USD,1
