"","INTERFACENAAM","BEDRIJFSONDERDEEL","RAPPORTAGEJAAR","RAPPORTAGEMAAND","CALCULATIEDATUM","VERSIENUMMER","SECURITY_ID","SECURITY_TYPE","S2_SCR_TYPE","CIC_CODE","SECTOR_LEVEL_2","SECTOR_LEVEL_3","SECTOR_LEVEL_4","ISIN","SECURITY_NAME","ISSUER_NAME","ISSUER_ID","COUNTRY","COUNTRY_OF_RISK","EEA","OECD","PORTFOLIO_GROUP","PORTEFEUILLE","IFRS_ACCOUNT","IFRS_BEDRIJFSNUMMER","IFRS_INTENT","COLLATERAL_POOL_ID","FONDS_CODE_IC_LENING_TEGENPARTIJ","FONDS_CODE_GEHEDGEDE_SECURITY","DOEL_HEDGE","FAIR_VALUE_EUR","OPG_RENTE_EUR","KP_OORSP_EUR","AMORT_COST_EUR","BOEKWAARDE","IMPAIRMENT","IMPAIRMENT_CORRECTIE","VALUTA","WISSELKOERS","AANTAL","KOERS","POOL_FACTOR","DEELNEMINGSFACTOR","NOMINAAL_EUR","SPAARGELDEN_BIJ_LENINGDEEL","SPAARGELDEN","COUPON_TYPE","REDEMPTION_TYPE","PREV_COUPON_DATE","NEXT_COUPON_DATE","NEXT_INTEREST_RESET_DATE","MATURITY_DATE","COUPON","COUPON_FREQUENTIE","BB_TICKER_ONDERLIGGENDE_RATE","SPREAD_OVER_ONDERLIGGENDE","WAL","PREPAYMENT_RATE","ORIGINELE_SPREAD","YIELD_TO_MATURITY","LEG","EXPIRY_DATE","TENOR","IMPLIED_VOL","STRIKE","WAARDE_ONDERLIGGENDE","BB_TICKER_ONDERLIGGENDE","SUB_INDELING_RISK","MODIFIED_DURATION_YTM","MACAULAY_DURATION_YTM","CONVEXITY_YTM","SCR_RENTE_DOWN","SCR_RENTE_UP","OVERHEIDSGEGARANDEERD","VRIJGESTELD","SPREAD_DURATION","GEM_SNP_RATING","GEM_MOODYS_RATING","GEM_FITCH_RATING","SCR_SPREAD","RISK_ULTIMATE_PARENT","SENIORITY","QUOTED","STRATEGIC_PARTICIPATION","SCR_AANDELEN","AANTAL_MAANDEN_ACHTERSTAND","WAARDE_ONDERPAND","NHG","LENINGNUMMER","LENINGDEELNUMMER","STARTDATUM_LENING","INITIELE_HOOFSOM","POSTCODE_ONDERPAND","TAXATIEDATUM_ONDERPAND","INKOMEN_HYPOTHEEKNEMER","PROGRAMMA_CODE","RATING_2ND_BEST","S2_CATEGORIE","INSTRUMENT_TYPE","ECB_LABEL","ISSUEDATE","COUPONTERMLENGTH","COUPONTERMUNIT","FIRSTCOUPONFROM","JUR_CON_COUNTERPARTY","TYPE_ZEKERHEID_COUNTERPARTY","JUR_CON_CUSTODIAN","GROEP_NAAM","GROEP","RATING_2ND_BEST_GROEP","CALL_DATE","NMR_RUN","DAT_REG_GSA","dir"
"5544","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP18","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP18_REC_1.2_20161107_20461109","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BNP_OTC_REAAL",NA,NA,2,613158.38,0,221761,0,613158.38,0,0,"EUR",1,1,3.7161114,1,NA,16500000,NA,NA,NA,NA,NA,NA,20161107,20161107,0,1,NA,0,0,NA,999,0,0,20161107,30.02,55.3825983,1.2,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161109,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5545","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP22","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_BNP22_PAY_3.1_20160808_20460810","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BNP_OTC_REAAL",NA,NA,2,33391.4,0,326307,0,33391.4,0,0,"EUR",1,1,0.2023721,1,NA,16500000,NA,NA,NA,NA,NA,NA,20160808,20160808,0,1,NA,0,0,NA,999,0,0,20160808,30.02,38.3257232,3.1,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160810,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","PAY"
"5546","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP23","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_BNP23_PAY_3.2_20161107_20461109","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BNP_OTC_REAAL",NA,NA,2,51281.48,0,341919,0,51281.48,0,0,"EUR",1,1,0.3107969,1,NA,16500000,NA,NA,NA,NA,NA,NA,20161107,20161107,0,1,NA,0,0,NA,999,0,0,20161107,30.02,37.2100328,3.2,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161109,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","PAY"
"5547","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP26","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_BNP26_Payer_3.1_20160822_20460824","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BNP_OTC_REAAL",NA,NA,2,76638.29,0,514163,0,76638.29,0,0,"EUR",1,1,0.228771,1,NA,33500000,NA,NA,NA,NA,NA,NA,20160822,20160822,0,1,NA,0,0,NA,999,0,0,20160822,30.02,38.1899107,3.1,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160824,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","PAY"
"5548","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP32","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP32_Receiver_1.3_20160822_20460824","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","BNP_OTC_REAAL",NA,NA,2,1332110.88,0,773337,0,1332110.88,0,0,"EUR",1,1,3.9764504,1,NA,33500000,NA,NA,NA,NA,NA,NA,20160822,20160822,0,1,NA,0,0,NA,999,0,0,20160822,30.02,53.81536,1.3,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160824,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5549","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB56","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_DB56_PAY_4.5_20340724_20440726","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,1,951652.1,0,978200,0,951652.1,0,0,"EUR",1,1,2.607266,1,NA,36500000,NA,NA,NA,NA,NA,NA,20340724,20340724,0,1,NA,0,0,NA,999,0,0,20340724,10.01,28.4584121,4.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20340726,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5550","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB58","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_DB58_PAY_3.05_20161107_20361109","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,262275.37,0,1525000,0,262275.37,0,0,"EUR",1,1,0.3497005,1,NA,7.5e+07,NA,NA,NA,NA,NA,NA,20161107,20161107,0,1,NA,0,0,NA,999,0,0,20161107,20.02,38.5741301,3.05,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161109,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5551","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB60","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_DB60_PAY_3.15_20160807_20360809","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,37103.46,0,350000,0,37103.46,0,0,"EUR",1,1,0.1484138,1,NA,2.5e+07,NA,NA,NA,NA,NA,NA,20160808,20160808,0,1,NA,0,0,NA,999,0,0,20160808,20.02,39.4786926,3.15,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160810,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5552","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB61","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_DB61_REC_1.45_20160808_20360810","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,2811839.49,0,1275000,0,2811839.49,0,0,"EUR",1,1,3.7491193,1,NA,7.5e+07,NA,NA,NA,NA,NA,NA,20160808,20160808,0,1,NA,0,0,NA,999,0,0,20160808,20.02,50.3167244,1.45,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160810,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","REC"
"5553","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB63","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_DB63_REC_1.35_20161107_20361109","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,860287.08,0,365000,0,860287.08,0,0,"EUR",1,1,3.4411483,1,NA,2.5e+07,NA,NA,NA,NA,NA,NA,20161107,20161107,0,1,NA,0,0,NA,999,0,0,20161107,20.02,51.1702848,1.35,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161109,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","REC"
"5554","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB66","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_DB66_REC_1.45_20160815_20360817","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,2838018.63,0,1275000,0,2838018.63,0,0,"EUR",1,1,3.7840248,1,NA,7.5e+07,NA,NA,NA,NA,NA,NA,20160815,20160815,0,1,NA,0,0,NA,999,0,0,20160815,20.02,50.2669815,1.45,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160817,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","REC"
"5555","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB68","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_DB68_REC_1.35_20161114_20361116","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,867689.92,0,365000,0,867689.92,0,0,"EUR",1,1,3.4707597,1,NA,2.5e+07,NA,NA,NA,NA,NA,NA,20161114,20161114,0,1,NA,0,0,NA,999,0,0,20161114,20.02,51.1201042,1.35,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161116,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","REC"
"5564","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS45","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS45_PAY_6.5_20270927_20420929","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,-695644.17,0,-1640000,0,-695644.17,0,0,"EUR",1,1,0.910529,1,NA,-76400000,NA,NA,NA,NA,NA,NA,20270927,20270927,0,1,NA,0,0,NA,999,0,0,20270927,15.02,23.5165783,6.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20270929,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5565","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS48","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_GS48_PAY_4.5_20220928_20290928","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,1,2105351.45,0,5150000,0,2105351.45,0,0,"EUR",1,1,1.1104174,1,NA,189600000,NA,NA,NA,NA,NA,NA,20220926,20220926,0,1,NA,0,0,NA,999,0,0,20220926,7.01,29.5015089,4.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20220928,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5566","Assets","Securities",2015,9,20150930,1,"SWAPTION_GS50","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_GS50_PAY_3_20170227_20270301","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,137105.63,0,217500,0,137105.63,0,0,"EUR",1,1,0.2109317,1,NA,6.5e+07,NA,NA,NA,NA,NA,NA,20170227,20170227,0,1,NA,0,0,NA,999,0,0,20170227,10.01,45.4151195,3,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170301,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30","PAY"
"5567","Assets","Securities",2015,9,20150930,1,"SWAPTION_HSBC13","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_HSBC13_PAY_3.2_20161114_20461116","HSBC Bank Plc","HSBC BANK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","HSBC_OTC_REAAL",NA,NA,2,129941.53,0,772000,0,129941.53,0,0,"EUR",1,1,0.3248538,1,NA,4e+07,NA,NA,NA,NA,NA,NA,20161114,20161114,0,1,NA,0,0,NA,999,0,0,20161114,30.02,37.1543516,3.2,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"HSBC Holdings PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161116,NA,NA,NA,"HSBC Holdings PLC","BBG001FW5RD1","A+",NA,996,"2015-10-09 13:22:30","PAY"
"5568","Assets","Securities",2015,9,20150930,1,"SWAPTION_HSBC15","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_HSBC15_REC_1.5_20161114_20461116","HSBC Bank Plc","HSBC BANK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","HSBC_OTC_REAAL",NA,NA,2,2580197.02,0,1040000,0,2580197.02,0,0,"EUR",1,1,6.4504926,1,NA,4e+07,NA,NA,NA,NA,NA,NA,20161114,20161114,0,1,NA,0,0,NA,999,0,0,20161114,30.02,49.5269468,1.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"HSBC Holdings PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161116,NA,NA,NA,"HSBC Holdings PLC","BBG001FW5RD1","A+",NA,996,"2015-10-09 13:22:30","REC"
"5648","Assets","Securities",2015,9,20150930,1,"SWAPTION_HSBC17","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_HSBC17_PAY_3.2_20161114_20461116","HSBC Bank Plc","HSBC BANK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","HSBC_OTC_REAAL",NA,NA,2,194912.3,0,1116000,0,194912.3,0,0,"EUR",1,1,0.3248538,1,NA,6e+07,NA,NA,NA,NA,NA,NA,20161114,20161114,0,1,NA,0,0,NA,999,0,0,20161114,30.02,37.1543516,3.2,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"HSBC Holdings PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161116,NA,NA,NA,"HSBC Holdings PLC","BBG001FW5RD1","A+",NA,996,"2015-10-09 13:22:30","PAY"
"5820","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP25","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_BNP25_PAY_3.2_20161107_20461109","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,2,51281.48,0,341919,0,51281.48,0,0,"EUR",1,1,0.3107969,1,NA,16500000,NA,NA,NA,NA,NA,NA,20161107,20161107,0,1,NA,0,0,NA,999,0,0,20161107,30.02,37.2100328,3.2,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161109,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","PAY"
"5821","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP27","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_BNP27_Payer_3.1_20160822_20460824","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,2,76638.29,0,514163,0,76638.29,0,0,"EUR",1,1,0.228771,1,NA,33500000,NA,NA,NA,NA,NA,NA,20160822,20160822,0,1,NA,0,0,NA,999,0,0,20160822,30.02,38.1899107,3.1,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160824,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","PAY"
"5822","Assets","Securities",2015,9,20150930,1,"SWAPTION_BNP33","SWAPTION",0,"XTC6","NONE","NONE","NONE",NA,"SWAPTION_BNP33_Receiver_1.3_20160822_20460824","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,2,1332110.88,0,773337,0,1332110.88,0,0,"EUR",1,1,3.9764504,1,NA,33500000,NA,NA,NA,NA,NA,NA,20160822,20160822,0,1,NA,0,0,NA,999,0,0,20160822,30.02,53.81536,1.3,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160824,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30","REC"
"5823","Assets","Securities",2015,9,20150930,1,"SWAPTION_CS06","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_CS06_PAY_5_20350603_20450605","Credit Suisse International","CREDIT SUISS OTC","GB","CH",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","CS_OTC_REAAL",NA,NA,1,861088.02,0,7e+05,0,861088.02,0,0,"EUR",1,1,2.15272,1,NA,4e+07,NA,NA,NA,NA,NA,NA,20350604,20350604,0,1,NA,0,0,NA,999,0,0,20350604,10.01,27.4860422,5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Credit Suisse Group AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20350606,NA,NA,NA,"Credit Suisse Group AG","BBG001FF9YL0","BBB+",NA,996,"2015-10-09 13:22:30","PAY"
"5824","Assets","Securities",2015,9,20150930,1,"SWAPTION_CS07","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_CS07_PAY_5_20250603_20350605","Credit Suisse International","CREDIT SUISS OTC","GB","CH",1,1,"REAL EIGEN","REALBUPNS","09110000",5600,"FVPL","CS_OTC_REAAL",NA,NA,1,829066.34,0,1250000,0,829066.34,0,0,"EUR",1,1,1.6581327,1,NA,5e+07,NA,NA,NA,NA,NA,NA,20250603,20250603,0,1,NA,0,0,NA,999,0,0,20250603,10.01,26.725315,5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Credit Suisse Group AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20250605,NA,NA,NA,"Credit Suisse Group AG","BBG001FF9YL0","BBB+",NA,996,"2015-10-09 13:22:30","PAY"
"10846","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB70","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_DB70_PAY_3.15_20160815_20360817","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,39440.3,0,350000,0,39440.3,0,0,"EUR",1,1,0.1577612,1,NA,2.5e+07,NA,NA,NA,NA,NA,NA,20160815,20160815,0,1,NA,0,0,NA,999,0,0,20160815,20.02,39.3760187,3.15,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20160817,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"10847","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB72","SWAPTION",0,"XTB6","NONE","NONE","NONE",NA,"SWAPTION_DB72_PAY_3.05_20161114_20361116","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,272959.1,0,1515000,0,272959.1,0,0,"EUR",1,1,0.3639455,1,NA,7.5e+07,NA,NA,NA,NA,NA,NA,20161114,20161114,0,1,NA,0,0,NA,999,0,0,20161114,20.02,38.5063036,3.05,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20161116,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
"10848","Assets","Securities",2015,9,20150930,1,"SWAPTION_DB74","SWAPTION",0,"XTB6","(None)","(None)","(None)",NA,"SWAPTION_DB74_PAY_3.5_20170301_20270303","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09110000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,245528.09,0,437500,0,245528.09,0,0,"EUR",1,1,0.0982112,1,NA,2.5e+08,NA,NA,NA,NA,NA,NA,20170301,20170301,0,1,NA,0,0,NA,999,0,0,20170301,10.01,44.2511453,3.5,0,"Todo","DERIVATEN",0,0,0,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swaption","Todo",NA,12,"Months",20170303,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30","PAY"
