"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5653","Assets","Securities",2015,9,20150930,1,"IRS_BC64","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_64_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553328.95,-1160,-1.5e+07,0,-15553328.95,0,0,"EUR",1,1,103.6888596,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160204,20400806,20400804,0.048,2,"EURIBOR6M",0,24.8504,NA,999,-0.0978817,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7296,24.7053,6.3868,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150804,6,"Months",20150804,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5654","Assets","Securities",2015,9,20150930,1,"IRS_BC65","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_65_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15491427.03,35070,1.5e+07,0,15491427.03,0,0,"EUR",1,1,103.2761802,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160805,20400806,20400805,1.503,1,NA,0,24.8504,NA,999,1.3469166,1,NA,0,0,0,0,"Todo","DERIVATEN",20.6723,20.9507,4.9661,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150805,1,"Years",20150805,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5655","Assets","Securities",2015,9,20150930,1,"IRS_BC65","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_65_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553369.76,-1163.75,-1.5e+07,0,-15553369.76,0,0,"EUR",1,1,103.6891318,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160205,20400806,20400805,0.049,2,"EURIBOR6M",0,24.8504,NA,999,-0.0968967,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7263,24.7024,6.3856,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150805,6,"Months",20150805,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5656","Assets","Securities",2015,9,20150930,1,"IRS_BC66","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_66_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15491427.03,35070,1.5e+07,0,15491427.03,0,0,"EUR",1,1,103.2761802,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160805,20400806,20400805,1.503,1,NA,0,24.8504,NA,999,1.3469166,1,NA,0,0,0,0,"Todo","DERIVATEN",20.6723,20.9507,4.9661,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150805,1,"Years",20150805,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5657","Assets","Securities",2015,9,20150930,1,"IRS_BC66","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_66_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553369.76,-1163.75,-1.5e+07,0,-15553369.76,0,0,"EUR",1,1,103.6891318,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160205,20400806,20400805,0.049,2,"EURIBOR6M",0,24.8504,NA,999,-0.0968967,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7263,24.7024,6.3856,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150805,6,"Months",20150805,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5658","Assets","Securities",2015,9,20150930,1,"IRS_BC67","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_67_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15449099.44,34766.67,1.5e+07,0,15449099.44,0,0,"EUR",1,1,102.9939962,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160805,20400806,20400805,1.49,1,NA,0,24.8504,NA,999,1.3473469,1,NA,0,0,0,0,"Todo","DERIVATEN",20.6951,20.9739,4.9737,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150805,1,"Years",20150805,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5659","Assets","Securities",2015,9,20150930,1,"IRS_BC67","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_67_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553369.76,-1163.75,-1.5e+07,0,-15553369.76,0,0,"EUR",1,1,103.6891318,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160205,20400806,20400805,0.049,2,"EURIBOR6M",0,24.8504,NA,999,-0.0968967,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7263,24.7024,6.3856,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150805,6,"Months",20150805,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5660","Assets","Securities",2015,9,20150930,1,"IRS_BC68","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_68_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,15449099.44,34766.67,1.5e+07,0,15449099.44,0,0,"EUR",1,1,102.9939962,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160805,20400806,20400805,1.49,1,NA,0,24.8504,NA,999,1.3473469,1,NA,0,0,0,0,"Todo","DERIVATEN",20.6951,20.9739,4.9737,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150805,1,"Years",20150805,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5661","Assets","Securities",2015,9,20150930,1,"IRS_BC68","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_68_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-15553369.76,-1163.75,-1.5e+07,0,-15553369.76,0,0,"EUR",1,1,103.6891318,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160205,20400806,20400805,0.049,2,"EURIBOR6M",0,24.8504,NA,999,-0.0968967,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7263,24.7024,6.3856,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150805,6,"Months",20150805,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5662","Assets","Securities",2015,9,20150930,1,"IRS_BC69","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_69_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,10234284.06,22305.56,1e+07,0,10234284.06,0,0,"EUR",1,1,102.3428406,1,NA,1e+07,NA,NA,"Fixed","Bullet",NA,20160808,20400806,20400806,1.46,1,NA,0,24.8504,NA,999,1.3483461,1,NA,0,0,0,0,"Todo","DERIVATEN",20.749,21.0287,4.9916,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150806,1,"Years",20150806,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5663","Assets","Securities",2015,9,20150930,1,"IRS_BC69","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_69_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-10368925.47,-746.67,-1e+07,0,-10368925.47,0,0,"EUR",1,1,103.6892547,1,NA,-1e+07,NA,NA,"Floating","Bullet",NA,20160208,20400806,20400806,0.048,2,"EURIBOR6M",0,24.8504,NA,999,-0.0978971,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7296,24.7054,6.3868,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150806,6,"Months",20150806,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5664","Assets","Securities",2015,9,20150930,1,"IRS_BC70","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_70_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,10234284.06,22305.56,1e+07,0,10234284.06,0,0,"EUR",1,1,102.3428406,1,NA,1e+07,NA,NA,"Fixed","Bullet",NA,20160808,20400806,20400806,1.46,1,NA,0,24.8504,NA,999,1.3483461,1,NA,0,0,0,0,"Todo","DERIVATEN",20.749,21.0287,4.9916,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150806,1,"Years",20150806,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5665","Assets","Securities",2015,9,20150930,1,"IRS_BC70","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_70_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-10368925.47,-746.67,-1e+07,0,-10368925.47,0,0,"EUR",1,1,103.6892547,1,NA,-1e+07,NA,NA,"Floating","Bullet",NA,20160208,20400806,20400806,0.048,2,"EURIBOR6M",0,24.8504,NA,999,-0.0978971,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7296,24.7054,6.3868,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150806,6,"Months",20150806,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5666","Assets","Securities",2015,9,20150930,1,"IRS_BC71","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_71_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-25711986.43,-33143.74,-24500000,0,-25711986.43,0,0,"EUR",1,1,104.9468834,1,NA,-24500000,NA,NA,"Fixed","Bullet",NA,20160831,20450831,20450831,1.571,1,NA,0,29.9178,NA,999,1.3688304,1,NA,0,0,0,0,"Todo","DERIVATEN",23.9066,24.2338,6.7598,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150831,1,"Years",20150831,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"5667","Assets","Securities",2015,9,20150930,1,"IRS_BC71","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_71_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,25427034.09,822.79,24500000,0,25427034.09,0,0,"EUR",1,1,103.7838126,1,NA,24500000,NA,NA,"Floating","Bullet",NA,20160229,20450831,20450831,0.039,2,"EURIBOR6M",0,29.9178,NA,999,-0.0852514,2,NA,0,0,0,0,"Todo","DERIVATEN",29.7731,29.7476,9.1958,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150831,6,"Months",20150831,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"10883","Assets","Securities",2015,9,20150930,1,"IRS_BC72","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_72_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-25711986.43,-33143.74,-24500000,0,-25711986.43,0,0,"EUR",1,1,104.9468834,1,NA,-24500000,NA,NA,"Fixed","Bullet",NA,20160831,20450831,20450831,1.571,1,NA,0,29.9178,NA,999,1.3688304,1,NA,0,0,0,0,"Todo","DERIVATEN",23.9066,24.2338,6.7598,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150831,1,"Years",20150831,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"10908","Assets","Securities",2015,9,20150930,1,"IRS_BC72","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_72_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,25427034.09,822.79,24500000,0,25427034.09,0,0,"EUR",1,1,103.7838126,1,NA,24500000,NA,NA,"Floating","Bullet",NA,20160229,20450831,20450831,0.039,2,"EURIBOR6M",0,29.9178,NA,999,-0.0852514,2,NA,0,0,0,0,"Todo","DERIVATEN",29.7731,29.7476,9.1958,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150831,6,"Months",20150831,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"10909","Assets","Securities",2015,9,20150930,1,"IRS_BC73","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_73_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-31488767.24,0,0,0,-31488767.24,0,0,"EUR",1,1,77.7500426,1,NA,-40500000,NA,NA,"Fixed","Bullet",NA,20360903,20450904,20450903,1.752,1,NA,0,29.9288,NA,999,1.4234853,1,NA,0,0,0,0,"Todo","DERIVATEN",28.7918,29.2016,8.6137,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150903,1,"Years",20350903,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"10910","Assets","Securities",2015,9,20150930,1,"IRS_BC73","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_73_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","BARCL_OTC_REAAL",NA,NA,2,31148096.09,0,0,0,31148096.09,0,0,"EUR",1,1,76.9088792,1,NA,40500000,NA,NA,"Floating","Bullet",NA,20360303,20450904,20450903,0,2,"EURIBOR6M",0,29.9288,NA,999,0.8811049,2,NA,0,0,0,0,"Todo","DERIVATEN",29.6674,29.9288,9.0956,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150903,6,"Months",20350903,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"10967","Assets","Securities",2015,9,20150930,1,"IRS_BC74","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_74_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,31148096.09,0,0,0,31148096.09,0,0,"EUR",1,1,76.9088792,1,NA,40500000,NA,NA,"Floating","Bullet",NA,20360303,20450904,20450903,0,2,"EURIBOR6M",0,29.9288,NA,999,0.8811049,1,NA,0,0,0,0,"Todo","DERIVATEN",29.6674,29.9288,9.0956,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150903,6,"Months",20350903,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"10968","Assets","Securities",2015,9,20150930,1,"IRS_BC74","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BARCLAYS BNK_74_DURATION","Barclays Bank Plc","BARCLAYS BNK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BARCL_OTC_REAAL",NA,NA,2,-31488767.24,0,0,0,-31488767.24,0,0,"EUR",1,1,77.7500426,1,NA,-40500000,NA,NA,"Fixed","Bullet",NA,20360903,20450904,20450903,1.752,1,NA,0,29.9288,NA,999,1.4234853,2,NA,0,0,0,0,"Todo","DERIVATEN",28.7918,29.2016,8.6137,0,0,0,0,0,NA,NA,NA,0,"Barclays PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150903,1,"Years",20350903,NA,NA,NA,"Barclays PLC","BBG001FDY6F5","BBB",NA,996,"2015-10-09 13:22:30"
"11007","Assets","Securities",2015,9,20150930,1,"IRS_BNP03","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BNP PARIBAS_03_DURATION","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,1,96223282.6,0,0,0,96223282.6,0,0,"EUR",1,1,104.5905246,1,NA,9.2e+07,NA,NA,"Fixed","Bullet",NA,20250618,20340619,20340618,3.042,1,NA,0,18.7178,NA,999,1.259962,1,NA,0,0,0,0,"Todo","DERIVATEN",17.3771,17.596,3.2489,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20140618,1,"Years",20240618,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30"
"11008","Assets","Securities",2015,9,20150930,1,"IRS_BNP03","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BNP PARIBAS_03_DURATION","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,1,-88759344.36,0,0,0,-88759344.36,0,0,"EUR",1,1,96.4775482,1,NA,-9.2e+07,NA,NA,"Floating","Bullet",NA,20241218,20340619,20340618,0,2,"EURIBOR6M",0,18.7178,NA,999,0.1917652,2,NA,0,0,0,0,"Todo","DERIVATEN",18.682,18.7178,3.6766,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20140618,6,"Months",20240618,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30"
"11009","Assets","Securities",2015,9,20150930,1,"IRS_BNP04","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BNP PARIBAS_04_DURATION","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,1,85252293.79,449075,7.1e+07,0,85252293.79,0,0,"EUR",1,1,120.0736532,1,NA,7.1e+07,NA,NA,"Fixed","Bullet",20150622,20160620,20390620,20390620,2.3,1,NA,0,23.7205,NA,999,1.3100111,1,NA,0,0,0,0,"Todo","DERIVATEN",18.7297,18.9751,4.2157,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20140620,1,"Years",20140620,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30"
"11010","Assets","Securities",2015,9,20150930,1,"IRS_BNP04","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_BNP PARIBAS_04_DURATION","BNP Paribas","BNP PARIBAS OTC","FR","FR",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","BNP_OTC_REAAL",NA,NA,1,-73643105.68,-9760.53,-7.1e+07,0,-73643105.68,0,0,"EUR",1,1,103.7226841,1,NA,-7.1e+07,NA,NA,"Floating","Bullet",20150622,20151221,20390620,20390620,0.049,2,"EURIBOR6M",0,23.7205,NA,999,-0.1052046,2,NA,0,0,0,0,"Todo","DERIVATEN",23.6092,23.5843,5.8316,0,0,0,0,0,NA,NA,NA,0,"BNP Paribas SA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20140620,6,"Months",20140620,NA,NA,NA,"BNP Paribas SA","BBG001GZY0K2","A+",NA,996,"2015-10-09 13:22:30"
"11011","Assets","Securities",2015,9,20150930,1,"IRS_DB18","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK18_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","DB_OTC_REAAL",NA,NA,1,63199976.13,0,6e+07,0,63199976.13,0,0,"EUR",1,1,105.3332935,1,NA,6e+07,NA,NA,"Fixed","Bullet",NA,20320624,20510626,20510624,3.25,1,NA,0,35.737,NA,999,1.4244846,1,NA,0,0,0,0,"Todo","DERIVATEN",31.0336,31.4756,10.311,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110622,1,"Years",20310624,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11012","Assets","Securities",2015,9,20150930,1,"IRS_DB18","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK18_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","DB_OTC_REAAL",NA,NA,1,-50298856.93,0,-6e+07,0,-50298856.93,0,0,"EUR",1,1,83.8314282,1,NA,-6e+07,NA,NA,"Floating","Bullet",NA,20311224,20510626,20510624,0,2,"EURIBOR6M",0,35.737,NA,999,0.4947202,2,NA,0,0,0,0,"Todo","DERIVATEN",35.5611,35.737,12.9998,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110622,6,"Months",20310624,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
