"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22088","Assets","Securities",2015,9,20150930,1,"IRS_HSBC01","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_HSBC01_DURATION","HSBC Bank Plc","HSBC BANK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","HSBC_OTC_REAAL",NA,NA,1,-83606552.35,-11423.53,-80700000,0,-83606552.35,0,0,"EUR",1,1,103.6016758,1,NA,-80700000,NA,NA,"Floating","Bullet",20150619,20151221,20330620,20330619,0.049,2,"EURIBOR6M",0,17.7205,NA,999,-0.1506934,2,NA,0,0,0,0,"Todo","DERIVATEN",17.6709,17.6443,3.3086,0,0,0,0,0,NA,NA,NA,0,"HSBC Holdings PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20130619,6,"Months",20130619,NA,NA,NA,"HSBC Holdings PLC","BBG001FW5RD1","A+",NA,996,"2015-10-09 13:22:30"
"22089","Assets","Securities",2015,9,20150930,1,"IRS_HSBC02","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_HSBC02_DURATION","HSBC Bank Plc","HSBC BANK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","HSBC_OTC_REAAL",NA,NA,1,-112521455.09,0,0,0,-112521455.09,0,0,"EUR",1,1,83.349226,1,NA,-1.35e+08,NA,NA,"Fixed","Bullet",NA,20350730,20440728,20440728,2.352,1,NA,0,28.8258,NA,999,1.4181059,1,NA,0,0,0,0,"Todo","DERIVATEN",27.51,27.9001,7.8885,0,0,0,0,0,NA,NA,NA,0,"HSBC Holdings PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20140728,1,"Years",20340728,NA,NA,NA,"HSBC Holdings PLC","BBG001FW5RD1","A+",NA,996,"2015-10-09 13:22:30"
"22108","Assets","Securities",2015,9,20150930,1,"IRS_HSBC02","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_HSBC02_DURATION","HSBC Bank Plc","HSBC BANK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","HSBC_OTC_REAAL",NA,NA,1,105973389.3,0,0,0,105973389.3,0,0,"EUR",1,1,78.4988069,1,NA,1.35e+08,NA,NA,"Floating","Bullet",NA,20350129,20440728,20440728,0,2,"EURIBOR6M",0,28.8258,NA,999,0.8433622,2,NA,0,0,0,0,"Todo","DERIVATEN",28.5848,28.8258,8.4543,0,0,0,0,0,NA,NA,NA,0,"HSBC Holdings PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20140728,6,"Months",20340728,NA,NA,NA,"HSBC Holdings PLC","BBG001FW5RD1","A+",NA,996,"2015-10-09 13:22:30"
"22109","Assets","Securities",2015,9,20150930,1,"IRS_JP33","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN33_DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","JPM_OTC_REAAL",NA,NA,1,31254310.06,0,23469250,0,31254310.06,0,0,"EUR",1,1,131.597095,1,NA,23750000,NA,NA,"Fixed","Bullet",NA,20210728,20400730,20400728,3.69,1,NA,0,24.8313,NA,999,1.3638945,1,NA,0,0,0,0,"Todo","DERIVATEN",20.0079,20.2808,4.5874,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110728,1,"Years",20200728,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22110","Assets","Securities",2015,9,20150930,1,"IRS_JP33","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN33_DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","JPM_OTC_REAAL",NA,NA,1,-24099234.01,0,-23750000,0,-24099234.01,0,0,"EUR",1,1,101.470459,1,NA,-23750000,NA,NA,"Floating","Bullet",NA,20210128,20400730,20400728,0,2,"EURIBOR6M",0,24.8313,NA,999,-0.0587695,2,NA,0,0,0,0,"Todo","DERIVATEN",24.8459,24.8313,6.4218,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110728,6,"Months",20200728,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22111","Assets","Securities",2015,9,20150930,1,"IRS_JP34","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JPMORGAN34_DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","JPM_OTC_REAAL",NA,NA,1,234206008.85,0,1.87e+08,0,234206008.85,0,0,"EUR",1,1,125.243855,1,NA,1.87e+08,NA,NA,"Fixed","Bullet",NA,20320730,20510731,20510731,3.05,1,NA,0,35.8301,NA,999,0.7855468,1,NA,0,0,0,0,"Todo","DERIVATEN",31.7087,31.9578,10.7232,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110801,1,"Years",20310730,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22112","Assets","Securities",2015,9,20150930,1,"IRS_JP34","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JPMORGAN34_DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","JPM_OTC_REAAL",NA,NA,1,-199260415.64,0,-1.87e+08,0,-199260415.64,0,0,"EUR",1,1,106.556372,1,NA,-1.87e+08,NA,NA,"Floating","Bullet",NA,20320130,20510730,20510731,0,2,"EURIBOR6M",0,35.8301,NA,999,-0.1770792,2,NA,0,0,0,0,"Todo","DERIVATEN",35.8938,35.8301,13.2432,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110801,6,"Months",20310730,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22113","Assets","Securities",2015,9,20150930,1,"IRS_JP38","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN38_DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","JPM_OTC_REAAL",NA,NA,2,263599874.47,3230302.08,2.5e+08,0,263599874.47,0,0,"EUR",1,1,105.4399498,1,NA,2.5e+08,NA,NA,"Fixed","Bullet",NA,20151210,20351210,20351210,1.5985,1,NA,0,20.1945,NA,999,1.2906698,1,NA,0,0,0,0,"Todo","DERIVATEN",17.076,17.2964,3.3969,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141210,1,"Years",20141210,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22114","Assets","Securities",2015,9,20150930,1,"IRS_JP38","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN38_DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","JPM_OTC_REAAL",NA,NA,2,-258545101.84,-38451.39,-2.5e+08,0,-258545101.84,0,0,"EUR",1,1,103.4180407,1,NA,-2.5e+08,NA,NA,"Floating","Bullet",20150610,20151210,20351210,20351210,0.049,2,"EURIBOR6M",0,20.1945,NA,999,-0.1174573,2,NA,0,0,0,0,"Todo","DERIVATEN",20.1188,20.0952,4.2624,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141210,6,"Months",20141210,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22115","Assets","Securities",2015,9,20150930,1,"IRS_JP39","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN39_DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","JPM_OTC_REAAL",NA,NA,2,263599874.47,3230302.08,2.5e+08,0,263599874.47,0,0,"EUR",1,1,105.4399498,1,NA,2.5e+08,NA,NA,"Fixed","Bullet",NA,20151210,20351210,20351210,1.5985,1,NA,0,20.1945,NA,999,1.2906698,1,NA,0,0,0,0,"Todo","DERIVATEN",17.076,17.2964,3.3969,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141210,1,"Years",20141210,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22135","Assets","Securities",2015,9,20150930,1,"IRS_JP39","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN39_DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","JPM_OTC_REAAL",NA,NA,2,-258545101.84,-38451.39,-2.5e+08,0,-258545101.84,0,0,"EUR",1,1,103.4180407,1,NA,-2.5e+08,NA,NA,"Floating","Bullet",20150610,20151210,20351210,20351210,0.049,2,"EURIBOR6M",0,20.1945,NA,999,-0.1174573,2,NA,0,0,0,0,"Todo","DERIVATEN",20.1188,20.0952,4.2624,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141210,6,"Months",20141210,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22215","Assets","Securities",2015,9,20150930,1,"IRS_JP44","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN44 _DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","JPM_OTC_REAAL",NA,NA,2,20973096.32,77350,19500000,0,20973096.32,0,0,"EUR",1,1,107.5543401,1,NA,19500000,NA,NA,"Fixed","Bullet",20150707,20160707,20400709,20400707,1.7,1,NA,0,24.7739,NA,999,1.3396636,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.2652,20.5366,4.8238,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22216","Assets","Securities",2015,9,20150930,1,"IRS_JP44","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN44 _DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","JPM_OTC_REAAL",NA,NA,2,-20219296.87,-2282.58,-19500000,0,-20219296.87,0,0,"EUR",1,1,103.6887019,1,NA,-19500000,NA,NA,"Floating","Bullet",20150707,20160107,20400709,20400707,0.049,2,"EURIBOR6M",0,24.7739,NA,999,-0.0973299,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6498,24.6258,6.3471,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22217","Assets","Securities",2015,9,20150930,1,"IRS_JP45","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN45 _DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","JPM_OTC_REAAL",NA,NA,2,20973096.32,77350,19500000,0,20973096.32,0,0,"EUR",1,1,107.5543401,1,NA,19500000,NA,NA,"Fixed","Bullet",20150707,20160707,20400709,20400707,1.7,1,NA,0,24.7739,NA,999,1.3396636,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.2652,20.5366,4.8238,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22218","Assets","Securities",2015,9,20150930,1,"IRS_JP45","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN45 _DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","JPM_OTC_REAAL",NA,NA,2,-20219296.87,-2282.58,-19500000,0,-20219296.87,0,0,"EUR",1,1,103.6887019,1,NA,-19500000,NA,NA,"Floating","Bullet",20150707,20160107,20400709,20400707,0.049,2,"EURIBOR6M",0,24.7739,NA,999,-0.0973299,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6498,24.6258,6.3471,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22219","Assets","Securities",2015,9,20150930,1,"IRS_JP46","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN46 _DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","JPM_OTC_REAAL",NA,NA,2,15744722.93,40158.33,1.5e+07,0,15744722.93,0,0,"EUR",1,1,104.9648195,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160729,20400730,20400730,1.58,1,NA,0,24.8313,NA,999,1.3441551,1,NA,0,0,0,0,"Todo","DERIVATEN",20.5205,20.7963,4.9136,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150730,1,"Years",20150730,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22220","Assets","Securities",2015,9,20150930,1,"IRS_JP46","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN46 _DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","JPM_OTC_REAAL",NA,NA,2,-15553073.58,-1260,-1.5e+07,0,-15553073.58,0,0,"EUR",1,1,103.6871572,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160129,20400730,20400730,0.048,2,"EURIBOR6M",0,24.8313,NA,999,-0.0979274,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7105,24.6863,6.3771,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150730,6,"Months",20150730,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22221","Assets","Securities",2015,9,20150930,1,"IRS_JP47","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN47 _DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","JPM_OTC_REAAL",NA,NA,2,15744722.93,40158.33,1.5e+07,0,15744722.93,0,0,"EUR",1,1,104.9648195,1,NA,1.5e+07,NA,NA,"Fixed","Bullet",NA,20160729,20400730,20400730,1.58,1,NA,0,24.8313,NA,999,1.3441551,1,NA,0,0,0,0,"Todo","DERIVATEN",20.5205,20.7963,4.9136,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150730,1,"Years",20150730,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22223","Assets","Securities",2015,9,20150930,1,"IRS_JP47","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_JP MORGAN47 _DURATION","JP Morgan Securities Plc","JP MORGAN OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","JPM_OTC_REAAL",NA,NA,2,-15553073.58,-1260,-1.5e+07,0,-15553073.58,0,0,"EUR",1,1,103.6871572,1,NA,-1.5e+07,NA,NA,"Floating","Bullet",NA,20160129,20400730,20400730,0.048,2,"EURIBOR6M",0,24.8313,NA,999,-0.0979274,2,NA,0,0,0,0,"Todo","DERIVATEN",24.7105,24.6863,6.3771,0,0,0,0,0,NA,NA,NA,0,"JPMorgan Chase & Co","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150730,6,"Months",20150730,NA,NA,NA,"JPMorgan Chase & Co","BBG001FDYBX4","A",NA,996,"2015-10-09 13:22:30"
"22224","Assets","Securities",2015,9,20150930,1,"IRS_RABO01","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_RABOBANK_01_DURATION","Rabobank International","RABOBANK OTC","NL","NL",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","RABO_OTC_REAAL",NA,NA,1,32454507,0,24850000,0,32454507,0,0,"EUR",1,1,129.818028,1,NA,2.5e+07,NA,NA,"Fixed","Bullet",NA,20220728,20410729,20410728,3.69,1,NA,0,25.8274,NA,999,1.3640768,1,NA,0,0,0,0,"Todo","DERIVATEN",20.9921,21.2785,5.0004,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110728,1,"Years",20210728,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30"
"22225","Assets","Securities",2015,9,20150930,1,"IRS_RABO01","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_RABOBANK_01_DURATION","Rabobank International","RABOBANK OTC","NL","NL",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","RABO_OTC_REAAL",NA,NA,1,-25149899,0,-2.5e+07,0,-25149899,0,0,"EUR",1,1,100.599596,1,NA,-2.5e+07,NA,NA,"Floating","Bullet",NA,20220128,20410729,20410728,0,2,"EURIBOR6M",0,25.8274,NA,999,-0.0231435,2,NA,0,0,0,0,"Todo","DERIVATEN",25.8334,25.8274,6.932,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110728,6,"Months",20210728,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30"
"22250","Assets","Securities",2015,9,20150930,1,"IRS_RABO28","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_RABOBANK 28_DURATION","Rabobank International","RABOBANK OTC","NL","NL",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","RABO_OTC_REAAL",NA,NA,2,-216404915.5,-1571441.67,-2.1e+08,0,-216404915.5,0,0,"EUR",1,1,103.0499598,1,NA,-2.1e+08,NA,NA,"Fixed","Bullet",NA,20151020,20221020,20221020,0.79,1,NA,0,7.0548,NA,999,0.3516076,1,NA,0,0,0,0,"Todo","DERIVATEN",6.8192,6.8432,0.5431,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141020,1,"Years",20141020,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30"
"22251","Assets","Securities",2015,9,20150930,1,"IRS_RABO28","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_RABOBANK 28_DURATION","Rabobank International","RABOBANK OTC","NL","NL",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","RABO_OTC_REAAL",NA,NA,2,213872361.01,66966.67,2.1e+08,0,213872361.01,0,0,"EUR",1,1,101.8439814,1,NA,2.1e+08,NA,NA,"Floating","Bullet",20150420,20151020,20221020,20221020,0.07,2,"EURIBOR6M",0,7.0548,NA,999,-0.1884063,2,NA,0,0,0,0,"Todo","DERIVATEN",7.0497,7.0364,0.5685,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141020,6,"Months",20141020,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30"
"22291","Assets","Securities",2015,9,20150930,1,"IRS_RABO29","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_RABOBANK 29_DURATION","Rabobank International","RABOBANK OTC","NL","NL",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","RABO_OTC_REAAL",NA,NA,2,85205577.81,1252227.78,8e+07,0,85205577.81,0,0,"EUR",1,1,106.5069723,1,NA,8e+07,NA,NA,"Fixed","Bullet",NA,20151020,20371020,20371020,1.6525,1,NA,0,22.0548,NA,999,1.3108792,1,NA,0,0,0,0,"Todo","DERIVATEN",18.2779,18.5175,3.9286,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141020,1,"Years",20141020,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30"
"22292","Assets","Securities",2015,9,20150930,1,"IRS_RABO29","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_RABOBANK 29_DURATION","Rabobank International","RABOBANK OTC","NL","NL",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","RABO_OTC_REAAL",NA,NA,2,-82936287.39,-25511.11,-8e+07,0,-82936287.39,0,0,"EUR",1,1,103.6703592,1,NA,-8e+07,NA,NA,"Floating","Bullet",20150420,20151020,20371020,20371020,0.07,2,"EURIBOR6M",0,22.0548,NA,999,-0.0936214,2,NA,0,0,0,0,"Todo","DERIVATEN",21.9046,21.8841,5.0424,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141020,6,"Months",20141020,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30"
"22293","Assets","Securities",2015,9,20150930,1,"IRS_RABO30","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_RABOBANK_30_DURATION","Rabobank International","RABOBANK OTC","NL","NL",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","RABO_OTC_REAAL",NA,NA,2,-202967785.95,-1825416.67,-1.95e+08,0,-202967785.95,0,0,"EUR",1,1,104.0860441,1,NA,-1.95e+08,NA,NA,"Fixed","Bullet",NA,20151026,20231024,20231024,1,1,NA,0,8.0658,NA,999,0.4823653,1,NA,0,0,0,0,"Todo","DERIVATEN",7.6898,7.7269,0.6858,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141024,1,"Years",20141024,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30"
"30146","Assets","Securities",2015,9,20150930,1,"IRS_RABO30","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_RABOBANK_30_DURATION","Rabobank International","RABOBANK OTC","NL","NL",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","RABO_OTC_REAAL",NA,NA,2,199035855.71,58933.33,1.95e+08,0,199035855.71,0,0,"EUR",1,1,102.0696696,1,NA,1.95e+08,NA,NA,"Floating","Bullet",20150424,20151026,20231024,20231024,0.068,2,"EURIBOR6M",0,8.0658,NA,999,-0.1854875,2,NA,0,0,0,0,"Todo","DERIVATEN",8.0576,8.0427,0.7312,0,0,0,0,0,NA,NA,NA,0,"Cooperatieve Centrale Raiffeisen-Boerenleenbank BA","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141024,6,"Months",20141024,NA,NA,NA,"Cooperatieve Centrale Raiffeisen","BBG001FSL7R1","AA-",NA,996,"2015-10-09 13:22:30"
