Id,Id Scheme,Start Date,End Date,Fixed Rate
XS2052313827,OG,2019-09-17,2031-09-17,1.625
XS2052320954,OG,2019-09-19,2032-03-19,0.875
XS2052503872,OG,2019-09-16,2024-09-16,0.01
XS2053052895,OG,2019-09-16,2026-09-16,0.375
XS2055627538,OG,2019-09-25,2026-09-25,0.375
XS2055728054,OG,2019-09-24,2027-09-24,0.375
XS2055758804,OG,2019-09-26,2024-10-01,0.625
XS2056400299,OG,2019-09-25,2030-03-25,0.625
XS2058556296,OG,NULL,2025-03-01,0.125
XS2058556536,OG,2019-09-30,2028-03-01,0.5
XS2058729653,OG,2019-10-02,2024-10-02,0.375
XS2061971615,OG,2019-10-10,2022-10-10,1.465
XS2063232727,OG,2019-10-08,2027-10-08,0.5
XS2063261155,OG,2019-10-09,2024-10-09,0.25
XS2063423318,OG,2019-10-10,2050-01-10,0.25
XS2065946837,OG,2019-10-11,2034-10-11,1
XS2066392452,OG,2019-10-23,2029-10-23,0.632
XS2066706909,OG,2019-10-17,2027-06-17,0.375
XS2067135421,OG,2019-10-21,2025-10-21,0.375
XS2068071641,OG,2019-10-24,2029-10-24,0
XS2068969067,OG,2019-10-30,2026-10-30,0.25
XS2069380991,OG,2019-10-24,2026-10-24,0.25
XS2078667925,OG,2019-11-12,2029-11-12,0.625
XS2078734626,OG,2019-11-08,2027-11-08,0.125
XS2078735276,OG,NULL,2031-11-08,0.5
XS2079079799,OG,2019-11-13,2030-11-13,1
XS2079713322,OG,2019-11-15,2026-11-15,0.375
XS2079716853,OG,2019-11-15,2025-11-15,0
XS2079716937,OG,2019-11-15,2031-11-15,0.5
XS2079723552,OG,2019-11-14,2023-11-14,0.05
XS2080205367,OG,2019-11-15,2025-11-15,0.75
XS2081615473,OG,NULL,2026-11-29,0.5
XS2082345955,OG,2019-11-21,2029-11-21,0.625
XS2082429890,OG,2020-02-11,2081-05-11,1.375
XS2083976139,OG,2019-11-28,2029-11-28,0.75
XS2084050637,OG,2019-11-26,2025-02-26,0.375
XS2084418339,OG,2019-12-02,2026-12-02,0.875
XS2099546488,OG,NULL,2032-01-14,0.875
XS2100663223,OG,2020-01-17,2022-10-15,0.125
XS2100663579,OG,2020-01-17,2025-07-15,0.625
XS2100664114,OG,2020-01-17,2030-03-15,1.5
XS2102283061,OG,NULL,2027-01-15,0.6
XS2102357014,OG,2020-01-14,2027-01-14,0.375
XS2102495673,OG,2020-01-16,2030-01-16,0.05
XS2102912966,OG,2020-01-14,2099-12-31,4.375
XS2102916793,OG,2020-01-16,2025-07-16,0.125
XS2102924383,OG,2020-01-16,2027-01-18,0.6
XS2102932055,OG,2020-01-16,2028-07-16,0.5
XS2103014291,OG,2020-01-16,2027-09-29,0.375
XS2103014457,OG,NULL,2030-12-18,0.75
XS2104031757,OG,2020-01-17,2024-01-17,0
XS2104915033,OG,2020-01-20,2025-01-20,0.19
XS2105085208,OG,2020-01-21,2030-01-21,0.05
XS2105735935,OG,2020-02-03,2027-02-03,0.625
XS2106056653,OG,2020-01-22,2025-01-22,0.25
XS2107332640,OG,2020-01-21,2030-01-21,0.875
XS2109394077,OG,2020-01-28,2025-01-28,0.375
XS2110875957,OG,2020-01-31,2030-01-31,0.025
XS2113889351,OG,2020-02-04,2027-02-04,0.5
XS2113911387,OG,2020-02-07,2028-02-07,1.25
XS2115094737,OG,NULL,2027-02-11,0.375
XS2117454871,OG,NULL,2035-02-14,0.875
XS2118204200,OG,2020-02-14,2030-08-14,0.625
XS2118276026,OG,2020-02-20,2029-02-20,0.25
XS2118280218,OG,2020-02-20,2026-02-20,0
XS2121207828,OG,2020-02-18,2030-02-18,0.5
XS2121250836,OG,2020-02-25,2022-02-25,0.318
XS2122894855,OG,2020-02-21,2030-02-21,0
XS2123320033,OG,2020-02-24,2028-02-24,0.389
XS2123970167,OG,2020-02-25,2028-02-25,0.25
XS2123970241,OG,2020-02-25,2032-02-25,0.625
XS2126058168,OG,2020-02-28,2025-02-28,0.391
XS2126161681,OG,2020-03-10,2024-03-18,0
XS2126169742,OG,NULL,2027-04-22,1
XS2126170161,OG,NULL,2032-04-22,1.625
XS2131201662,OG,2020-03-06,2022-09-06,0
XS2131567138,OG,2020-06-15,2099-12-31,4.375
XS2133071774,OG,NULL,2030-03-09,0.625
XS2134245138,OG,2020-03-27,2026-03-27,1.75
XS2135797202,OG,2020-04-07,2024-04-07,1.876
XS2147133495,OG,2020-03-25,2025-03-25,1.25
XS2147133578,OG,2020-03-25,2030-03-25,1.75
XS2147889427,OG,2020-03-27,2027-03-27,1.875
XS2147977479,OG,2020-03-30,2025-03-30,1.625
XS2147977636,OG,NULL,2030-03-30,2.25
XS2147994995,OG,NULL,2024-03-30,1.7
XS2147995299,OG,2020-03-30,2026-09-30,2.1
XS2147995372,OG,NULL,2030-03-30,2.5
XS2148370211,OG,2020-03-31,2029-03-31,3.648
XS2148372696,OG,2020-04-01,2026-04-01,1.125
XS2148390755,OG,2020-04-01,2030-04-01,1.5
XS2148404994,OG,2020-03-31,2023-05-23,0
XS2148623106,OG,2020-04-01,2026-04-01,3.5
XS2149207354,OG,NULL,2025-03-27,3.375
XS2149280948,OG,2020-04-01,2028-04-01,2
XS2149368529,OG,2020-03-30,2025-03-30,1.375
XS2149379211,OG,NULL,2030-03-30,2
XS2150006646,OG,2020-04-02,2025-04-02,2.75
XS2150015555,OG,2020-04-02,2027-04-02,1.75
XS2150054026,OG,2020-04-02,2025-04-02,3.375
XS2150054372,OG,NULL,2027-10-04,2.375
XS2151059206,OG,2020-04-01,2028-04-01,2.375
XS2151069775,OG,2020-04-09,2026-04-09,2.375
XS2152061904,OG,NULL,2028-04-06,3.375
XS2152062209,OG,NULL,2025-04-06,3
XS2152308644,OG,2020-04-06,2023-04-06,0
XS2152899584,OG,2020-04-07,2025-10-07,1
XS2153406868,OG,NULL,2027-04-08,1.491
XS2153409029,OG,2020-04-08,2032-04-08,1.994
XS2154343623,OG,2020-04-09,2027-04-09,0
XS2154347293,OG,2020-04-09,2024-04-09,1.5
XS2154418144,OG,2020-04-07,2024-04-07,1.125
XS2154418730,OG,NULL,2028-04-07,1.5
XS2154419118,OG,NULL,2032-04-07,1.875
XS2156244043,OG,NULL,2025-04-09,2.375
XS2156510021,OG,2020-04-15,2025-04-15,1
XS2156598281,OG,NULL,2030-04-14,1.625
XS2156607702,OG,2020-04-17,2025-04-17,0.625
XS2159791990,OG,2020-04-20,2024-10-18,1.95
XS2160857798,OG,NULL,2030-04-23,1
XS2160861808,OG,2020-04-24,2028-04-24,0.01
XS2167002521,OG,2020-05-05,2025-05-05,0.75
XS2167003685,OG,2020-05-06,2026-07-06,1.25
XS2167007918,OG,2020-05-04,2030-05-04,1.741
XS2168285000,OG,2020-05-05,2028-05-05,0.875
XS2168478068,OG,2020-05-05,2026-11-05,1.25
XS2168625460,OG,2020-05-06,2024-05-06,0.25
XS2168625544,OG,2020-05-06,2028-05-06,0.5
XS2168629967,OG,NULL,2033-05-07,1.25
XS2168647357,OG,NULL,2026-01-05,1.375
XS2171316859,OG,2020-05-12,2025-05-26,0.625
XS2175848170,OG,NULL,2025-05-26,1.625
XS2176561095,OG,2020-05-18,2040-05-18,1.85
XS2176621170,OG,2020-05-26,2031-05-26,2.125
XS2177122897,OG,NULL,2032-05-20,1
XS2178585423,OG,NULL,2023-11-27,2.125
XS2178833427,OG,NULL,2026-05-22,0.75
XS2178833690,OG,NULL,2032-05-22,1.375
XS2180008513,OG,2020-05-27,2032-05-19,2.05
XS2180510732,OG,NULL,2025-05-28,1.25
XS2182404298,OG,2020-06-04,2025-06-04,0.75
XS2187529180,OG,2020-06-17,2032-06-17,1.625
XS2189613982,OG,NULL,2030-06-16,0.75
XS2189931335,OG,2020-06-16,2027-06-16,0.55
XS2191438857,OG,2020-06-23,2027-11-08,1.5
XS2193661324,OG,2020-06-22,2099-12-31,3.25
XS2194370727,OG,2020-06-23,2027-06-23,1.125
